sec_code,ticker,year,high,low,days,updated_at
2388,2388.T,2024,119.0,55.0,245,2026-08-24
2388,2388.T,2025,115.0,57.0,243,2026-08-24
2388,2388.T,2026,72.0,32.0,156,2026-08-24
2484,2484.T,2016,703.56,437.87,87,2026-08-24
2484,2484.T,2017,2462.03,671.24,253,2026-08-24
2484,2484.T,2018,3715.94,1206.06,261,2026-08-24
2484,2484.T,2019,2369.22,900.0,241,2026-08-24
2484,2484.T,2020,4200.0,524.0,242,2026-08-24
2484,2484.T,2021,3560.0,682.0,245,2026-08-24
2484,2484.T,2022,1013.0,386.0,244,2026-08-24
2484,2484.T,2023,578.0,309.0,246,2026-08-24
2484,2484.T,2024,604.0,200.0,245,2026-08-24
2484,2484.T,2025,262.0,129.0,243,2026-08-24
2484,2484.T,2026,157.0,112.0,156,2026-08-24
2499,2499.T,2016,223.59,172.85,87,2026-08-24
2499,2499.T,2017,409.43,161.91,253,2026-08-24
2499,2499.T,2018,477.8,216.86,261,2026-08-24
2499,2499.T,2019,333.87,214.68,241,2026-08-24
2499,2499.T,2020,302.31,166.78,242,2026-08-24
2499,2499.T,2021,243.96,164.43,245,2026-08-24
2499,2499.T,2022,278.92,201.15,244,2026-08-24
2499,2499.T,2023,349.04,244.7,246,2026-08-24
2499,2499.T,2024,313.29,228.86,245,2026-08-24
2499,2499.T,2025,404.87,274.14,243,2026-08-24
2499,2499.T,2026,364.68,262.23,156,2026-08-24
2654,2654.T,2016,612.99,501.54,87,2026-08-24
2654,2654.T,2017,775.16,516.78,253,2026-08-24
2654,2654.T,2018,621.75,223.17,261,2026-08-24
2654,2654.T,2019,538.73,260.91,241,2026-08-24
2654,2654.T,2020,617.98,306.88,242,2026-08-24
2654,2654.T,2021,523.51,354.38,245,2026-08-24
2654,2654.T,2022,491.88,330.94,244,2026-08-24
2654,2654.T,2023,375.78,289.41,246,2026-08-24
2654,2654.T,2024,444.15,287.89,245,2026-08-24
2654,2654.T,2025,410.53,298.39,243,2026-08-24
2654,2654.T,2026,429.0,375.0,156,2026-08-24
2693,2693.T,2016,159.34,131.98,87,2026-08-24
2693,2693.T,2017,752.89,151.58,253,2026-08-24
2693,2693.T,2018,750.11,218.78,261,2026-08-24
2693,2693.T,2019,545.03,240.23,241,2026-08-24
2693,2693.T,2020,446.25,182.67,242,2026-08-24
2693,2693.T,2021,306.88,229.94,245,2026-08-24
2693,2693.T,2022,362.08,207.16,244,2026-08-24
2693,2693.T,2023,343.38,231.69,246,2026-08-24
2693,2693.T,2024,289.57,177.39,245,2026-08-24
2693,2693.T,2025,317.93,177.07,243,2026-08-24
2693,2693.T,2026,548.0,229.0,156,2026-08-24
2788,2788.T,2016,251.37,185.43,87,2026-08-24
2788,2788.T,2017,421.96,223.34,253,2026-08-24
2788,2788.T,2018,392.49,179.93,261,2026-08-24
2788,2788.T,2019,251.9,171.36,241,2026-08-24
2788,2788.T,2020,244.72,96.85,242,2026-08-24
2788,2788.T,2021,345.29,196.19,245,2026-08-24
2788,2788.T,2022,398.3,154.15,244,2026-08-24
2788,2788.T,2023,558.49,221.41,246,2026-08-24
2788,2788.T,2024,584.02,314.98,245,2026-08-24
2788,2788.T,2025,425.16,317.41,243,2026-08-24
2788,2788.T,2026,432.0,328.0,156,2026-08-24
2795,2795.T,2016,428.91,378.81,87,2026-08-24
2795,2795.T,2017,602.25,422.84,253,2026-08-24
2795,2795.T,2018,1141.04,571.32,261,2026-08-24
2795,2795.T,2019,779.44,654.95,241,2026-08-24
2795,2795.T,2020,764.24,509.5,242,2026-08-24
2795,2795.T,2021,699.12,581.55,245,2026-08-24
2795,2795.T,2022,686.09,588.83,244,2026-08-24
2795,2795.T,2023,802.03,614.7,246,2026-08-24
2795,2795.T,2024,892.59,685.52,245,2026-08-24
2795,2795.T,2025,919.07,778.05,243,2026-08-24
2795,2795.T,2026,1017.0,856.82,156,2026-08-24
2917,2917.T,2016,775.27,750.72,87,2026-08-24
2917,2917.T,2017,798.47,769.25,253,2026-08-24
2917,2917.T,2018,869.24,718.92,261,2026-08-24
2917,2917.T,2019,786.38,707.38,241,2026-08-24
2917,2917.T,2020,855.91,557.65,242,2026-08-24
2917,2917.T,2021,789.89,685.86,245,2026-08-24
2917,2917.T,2022,901.72,724.43,244,2026-08-24
2917,2917.T,2023,978.46,773.18,246,2026-08-24
2917,2917.T,2024,1022.64,857.07,245,2026-08-24
2917,2917.T,2025,968.67,880.61,243,2026-08-24
2917,2917.T,2026,952.0,889.0,156,2026-08-24
3161,3161.T,2016,522.18,351.95,87,2026-08-24
3161,3161.T,2017,581.0,397.19,253,2026-08-24
3161,3161.T,2018,570.86,298.09,261,2026-08-24
3161,3161.T,2019,513.87,331.38,241,2026-08-24
3161,3161.T,2020,1619.56,479.78,242,2026-08-24
3161,3161.T,2021,966.85,511.95,245,2026-08-24
3161,3161.T,2022,699.74,500.08,244,2026-08-24
3161,3161.T,2023,642.71,539.68,246,2026-08-24
3161,3161.T,2024,697.52,509.16,245,2026-08-24
3161,3161.T,2025,688.2,580.96,243,2026-08-24
3161,3161.T,2026,699.0,618.0,156,2026-08-24
3246,3246.T,2016,721.49,309.21,87,2026-08-24
3246,3246.T,2017,1237.67,548.48,253,2026-08-24
3246,3246.T,2018,1034.92,496.24,261,2026-08-24
3246,3246.T,2019,724.1,523.76,241,2026-08-24
3246,3246.T,2020,753.87,238.47,242,2026-08-24
3246,3246.T,2021,624.93,484.84,245,2026-08-24
3246,3246.T,2022,704.55,487.37,244,2026-08-24
3246,3246.T,2023,1017.16,642.51,246,2026-08-24
3246,3246.T,2024,1042.49,496.97,245,2026-08-24
3246,3246.T,2025,738.0,556.64,243,2026-08-24
3246,3246.T,2026,738.96,615.0,156,2026-08-24
3261,3261.T,2016,298.1,209.99,87,2026-08-24
3261,3261.T,2017,399.79,257.77,253,2026-08-24
3261,3261.T,2018,607.7,275.02,261,2026-08-24
3261,3261.T,2019,522.99,300.35,241,2026-08-24
3261,3261.T,2020,485.94,257.07,242,2026-08-24
3261,3261.T,2021,427.71,293.19,245,2026-08-24
3261,3261.T,2022,417.63,320.57,244,2026-08-24
3261,3261.T,2023,416.63,285.45,246,2026-08-24
3261,3261.T,2024,1426.2,358.47,245,2026-08-24
3261,3261.T,2025,1203.11,590.0,243,2026-08-24
3261,3261.T,2026,591.0,376.0,156,2026-08-24
3297,3297.T,2016,626.12,486.65,87,2026-08-24
3297,3297.T,2017,1210.38,615.62,253,2026-08-24
3297,3297.T,2018,1645.8,657.53,261,2026-08-24
3297,3297.T,2019,1059.92,796.12,241,2026-08-24
3297,3297.T,2020,952.76,509.92,242,2026-08-24
3297,3297.T,2021,1107.16,802.94,245,2026-08-24
3297,3297.T,2022,939.39,848.18,244,2026-08-24
3297,3297.T,2023,1106.35,866.95,246,2026-08-24
3297,3297.T,2024,1136.27,919.25,245,2026-08-24
3297,3297.T,2025,1366.7,1002.56,243,2026-08-24
3297,3297.T,2026,1343.52,1058.0,156,2026-08-24
3321,3321.T,2016,429.7,374.47,87,2026-08-24
3321,3321.T,2017,1487.26,418.75,253,2026-08-24
3321,3321.T,2018,1542.79,431.25,261,2026-08-24
3321,3321.T,2019,594.02,468.6,241,2026-08-24
3321,3321.T,2020,589.49,318.17,242,2026-08-24
3321,3321.T,2021,943.24,441.61,245,2026-08-24
3321,3321.T,2022,1004.24,609.0,244,2026-08-24
3321,3321.T,2023,1318.96,855.14,246,2026-08-24
3321,3321.T,2024,1174.48,860.86,245,2026-08-24
3321,3321.T,2025,2148.57,870.64,243,2026-08-24
3321,3321.T,2026,2393.28,1505.0,156,2026-08-24
3396,3396.T,2016,948.23,874.88,87,2026-08-24
3396,3396.T,2017,1318.57,876.66,253,2026-08-24
3396,3396.T,2018,1446.79,997.76,261,2026-08-24
3396,3396.T,2019,1092.95,793.77,241,2026-08-24
3396,3396.T,2020,1517.0,681.88,242,2026-08-24
3396,3396.T,2021,1759.49,1114.93,245,2026-08-24
3396,3396.T,2022,1291.88,893.43,244,2026-08-24
3396,3396.T,2023,989.01,848.53,246,2026-08-24
3396,3396.T,2024,920.0,777.21,245,2026-08-24
3396,3396.T,2025,936.35,679.29,243,2026-08-24
3396,3396.T,2026,900.0,816.13,156,2026-08-24
3426,3426.T,2016,764.42,713.2,87,2026-08-24
3426,3426.T,2017,999.85,714.4,253,2026-08-24
3426,3426.T,2018,1077.52,900.64,261,2026-08-24
3426,3426.T,2019,1316.99,998.6,241,2026-08-24
3426,3426.T,2020,1309.41,992.56,242,2026-08-24
3426,3426.T,2021,1473.16,1209.91,245,2026-08-24
3426,3426.T,2022,1405.7,1159.08,244,2026-08-24
3426,3426.T,2023,1229.26,1012.38,246,2026-08-24
3426,3426.T,2024,1391.68,1116.95,245,2026-08-24
3426,3426.T,2025,1568.64,1247.98,243,2026-08-24
3426,3426.T,2026,1319.04,1260.84,156,2026-08-24
3439,3439.T,2016,564.61,476.42,87,2026-08-24
3439,3439.T,2017,816.58,532.25,253,2026-08-24
3439,3439.T,2018,942.85,715.4,261,2026-08-24
3439,3439.T,2019,1073.8,828.64,241,2026-08-24
3439,3439.T,2020,1066.64,814.19,242,2026-08-24
3439,3439.T,2021,1317.95,928.96,245,2026-08-24
3439,3439.T,2022,1040.29,917.47,244,2026-08-24
3439,3439.T,2023,1208.16,632.24,246,2026-08-24
3439,3439.T,2024,985.35,562.96,245,2026-08-24
3439,3439.T,2025,696.31,536.06,243,2026-08-24
3439,3439.T,2026,778.45,608.96,156,2026-08-24
3477,3477.T,2016,675.6,499.92,5,2026-08-24
3477,3477.T,2017,899.57,357.23,253,2026-08-24
3477,3477.T,2018,791.55,233.57,261,2026-08-24
3477,3477.T,2019,572.2,267.27,241,2026-08-24
3477,3477.T,2020,509.2,208.66,242,2026-08-24
3477,3477.T,2021,624.14,424.74,245,2026-08-24
3477,3477.T,2022,757.66,513.26,244,2026-08-24
3477,3477.T,2023,593.26,535.49,246,2026-08-24
3477,3477.T,2024,581.67,514.05,245,2026-08-24
3477,3477.T,2025,899.56,526.46,243,2026-08-24
3477,3477.T,2026,926.01,750.0,156,2026-08-24
3583,3583.T,2016,1543.2,781.73,87,2026-08-24
3583,3583.T,2017,1262.32,796.73,253,2026-08-24
3583,3583.T,2018,864.77,641.91,261,2026-08-24
3583,3583.T,2019,842.34,656.07,241,2026-08-24
3583,3583.T,2020,790.7,400.43,242,2026-08-24
3583,3583.T,2021,944.66,535.96,245,2026-08-24
3583,3583.T,2022,936.36,751.82,244,2026-08-24
3583,3583.T,2023,958.06,768.87,246,2026-08-24
3583,3583.T,2024,1236.92,839.7,245,2026-08-24
3583,3583.T,2025,1504.46,1118.94,243,2026-08-24
3583,3583.T,2026,1453.0,1125.0,156,2026-08-24
3600,3600.T,2016,1194.66,1073.04,87,2026-08-24
3600,3600.T,2017,2225.11,1141.0,253,2026-08-24
3600,3600.T,2018,1954.22,1419.87,261,2026-08-24
3600,3600.T,2019,1603.07,1380.0,241,2026-08-24
3600,3600.T,2020,1578.21,1034.8,242,2026-08-24
3600,3600.T,2021,1487.77,1282.14,245,2026-08-24
3600,3600.T,2022,2523.76,1238.89,244,2026-08-24
3600,3600.T,2023,1601.77,1245.08,246,2026-08-24
3600,3600.T,2024,1734.48,1337.9,245,2026-08-24
3600,3600.T,2025,1629.88,1391.57,243,2026-08-24
3600,3600.T,2026,1793.0,1581.0,156,2026-08-24
3632,3632.T,2016,504.43,372.06,87,2026-08-24
3632,3632.T,2017,871.79,464.48,253,2026-08-24
3632,3632.T,2018,600.54,311.11,261,2026-08-24
3632,3632.T,2019,460.38,345.14,241,2026-08-24
3632,3632.T,2020,520.55,281.85,242,2026-08-24
3632,3632.T,2021,925.55,461.49,245,2026-08-24
3632,3632.T,2022,1107.39,592.05,244,2026-08-24
3632,3632.T,2023,668.02,460.17,246,2026-08-24
3632,3632.T,2024,543.67,367.5,245,2026-08-24
3632,3632.T,2025,575.54,364.89,243,2026-08-24
3632,3632.T,2026,430.0,336.6,156,2026-08-24
3710,3710.T,2016,781.09,624.25,87,2026-08-24
3710,3710.T,2017,1177.35,759.01,253,2026-08-24
3710,3710.T,2018,1144.75,870.02,261,2026-08-24
3710,3710.T,2019,1994.81,900.21,241,2026-08-24
3710,3710.T,2020,1409.38,599.94,242,2026-08-24
3710,3710.T,2021,946.43,629.42,245,2026-08-24
3710,3710.T,2022,751.54,582.37,244,2026-08-24
3710,3710.T,2023,696.12,564.81,246,2026-08-24
3710,3710.T,2024,666.79,563.83,245,2026-08-24
3710,3710.T,2025,613.72,560.0,243,2026-08-24
3710,3710.T,2026,793.0,571.0,156,2026-08-24
3758,3758.T,2016,868.54,273.72,87,2026-08-24
3758,3758.T,2017,3297.92,594.16,253,2026-08-24
3758,3758.T,2018,2057.9,374.73,261,2026-08-24
3758,3758.T,2019,1213.3,405.33,241,2026-08-24
3758,3758.T,2020,868.18,379.37,242,2026-08-24
3758,3758.T,2021,638.68,361.79,245,2026-08-24
3758,3758.T,2022,504.63,311.19,244,2026-08-24
3758,3758.T,2023,406.15,280.23,246,2026-08-24
3758,3758.T,2024,383.12,192.52,245,2026-08-24
3758,3758.T,2025,392.91,189.58,243,2026-08-24
3758,3758.T,2026,299.0,224.0,156,2026-08-24
3765,3765.T,2016,2815.52,1961.56,87,2026-08-24
3765,3765.T,2017,2944.14,2079.73,253,2026-08-24
3765,3765.T,2018,3516.93,1589.96,261,2026-08-24
3765,3765.T,2019,3793.49,1686.0,241,2026-08-24
3765,3765.T,2020,2505.84,1208.46,242,2026-08-24
3765,3765.T,2021,2810.15,1734.73,245,2026-08-24
3765,3765.T,2022,2637.72,1868.15,244,2026-08-24
3765,3765.T,2023,2814.84,1903.36,246,2026-08-24
3765,3765.T,2024,3267.18,1993.93,245,2026-08-24
3765,3765.T,2025,3355.09,2280.77,243,2026-08-24
3765,3765.T,2026,2720.0,2125.0,156,2026-08-24
3787,3787.T,2016,2069.0,1030.0,87,2026-08-24
3787,3787.T,2017,1902.0,994.0,253,2026-08-24
3787,3787.T,2018,1716.0,999.0,261,2026-08-24
3787,3787.T,2019,1363.0,957.0,241,2026-08-24
3787,3787.T,2020,1623.0,550.0,242,2026-08-24
3787,3787.T,2021,1153.0,599.0,245,2026-08-24
3787,3787.T,2022,769.0,502.0,244,2026-08-24
3787,3787.T,2023,939.0,525.0,246,2026-08-24
3787,3787.T,2024,875.0,481.0,245,2026-08-24
3787,3787.T,2025,793.0,475.0,243,2026-08-24
3787,3787.T,2026,770.0,254.0,156,2026-08-24
3930,3930.T,2016,2197.0,1501.0,87,2026-08-24
3930,3930.T,2017,2843.0,1650.0,253,2026-08-24
3930,3930.T,2018,3475.0,1553.0,261,2026-08-24
3930,3930.T,2019,5480.0,1984.0,241,2026-08-24
3930,3930.T,2020,2430.0,1299.0,242,2026-08-24
3930,3930.T,2021,1700.0,1176.0,245,2026-08-24
3930,3930.T,2022,1468.0,910.0,244,2026-08-24
3930,3930.T,2023,999.0,685.0,246,2026-08-24
3930,3930.T,2024,1112.0,698.0,245,2026-08-24
3930,3930.T,2025,1694.0,836.0,243,2026-08-24
3930,3930.T,2026,1355.0,716.0,156,2026-08-24
4224,4224.T,2016,1674.58,957.85,87,2026-08-24
4224,4224.T,2017,1853.02,1348.25,253,2026-08-24
4224,4224.T,2018,1718.53,1121.57,261,2026-08-24
4224,4224.T,2019,1524.31,1126.31,241,2026-08-24
4224,4224.T,2020,1723.67,1129.95,242,2026-08-24
4224,4224.T,2021,1255.91,1124.55,245,2026-08-24
4224,4224.T,2022,1234.66,987.72,244,2026-08-24
4224,4224.T,2023,1423.64,1024.68,246,2026-08-24
4224,4224.T,2024,1636.44,1295.07,245,2026-08-24
4224,4224.T,2025,1891.02,1311.75,243,2026-08-24
4224,4224.T,2026,2212.73,1776.12,156,2026-08-24
4231,4231.T,2016,604.58,439.4,87,2026-08-24
4231,4231.T,2017,639.63,480.5,253,2026-08-24
4231,4231.T,2018,715.36,409.92,261,2026-08-24
4231,4231.T,2019,521.27,392.61,241,2026-08-24
4231,4231.T,2020,489.92,289.25,242,2026-08-24
4231,4231.T,2021,410.89,307.77,245,2026-08-24
4231,4231.T,2022,393.24,323.09,244,2026-08-24
4231,4231.T,2023,809.84,333.21,246,2026-08-24
4231,4231.T,2024,1042.84,553.73,245,2026-08-24
4231,4231.T,2025,1007.18,572.41,243,2026-08-24
4231,4231.T,2026,1263.13,909.49,156,2026-08-24
4243,4243.T,2016,825.34,583.86,87,2026-08-24
4243,4243.T,2017,1360.41,640.92,253,2026-08-24
4243,4243.T,2018,1012.53,535.56,261,2026-08-24
4243,4243.T,2019,1245.31,561.56,241,2026-08-24
4243,4243.T,2020,1392.38,490.02,242,2026-08-24
4243,4243.T,2021,1210.18,653.0,245,2026-08-24
4243,4243.T,2022,759.54,580.56,244,2026-08-24
4243,4243.T,2023,1047.39,680.62,246,2026-08-24
4243,4243.T,2024,859.32,603.89,245,2026-08-24
4243,4243.T,2025,997.0,655.83,243,2026-08-24
4243,4243.T,2026,1149.0,790.0,156,2026-08-24
4316,4316.T,2016,733.0,485.0,87,2026-08-24
4316,4316.T,2017,3335.0,483.0,253,2026-08-24
4316,4316.T,2018,1866.0,459.0,261,2026-08-24
4316,4316.T,2019,1385.0,506.0,241,2026-08-24
4316,4316.T,2020,1239.0,445.0,242,2026-08-24
4316,4316.T,2021,708.0,453.0,245,2026-08-24
4316,4316.T,2022,920.0,420.0,244,2026-08-24
4316,4316.T,2023,545.0,357.0,246,2026-08-24
4316,4316.T,2024,750.0,301.0,245,2026-08-24
4316,4316.T,2025,2282.0,275.0,243,2026-08-24
4316,4316.T,2026,1728.0,79.0,156,2026-08-24
4341,4341.T,2016,829.06,662.14,87,2026-08-24
4341,4341.T,2017,1007.76,709.69,253,2026-08-24
4341,4341.T,2018,794.41,545.96,261,2026-08-24
4341,4341.T,2019,801.31,601.26,241,2026-08-24
4341,4341.T,2020,1101.28,541.32,242,2026-08-24
4341,4341.T,2021,915.08,721.07,245,2026-08-24
4341,4341.T,2022,838.62,717.68,244,2026-08-24
4341,4341.T,2023,874.22,688.48,246,2026-08-24
4341,4341.T,2024,867.46,680.91,245,2026-08-24
4341,4341.T,2025,846.14,704.23,243,2026-08-24
4341,4341.T,2026,998.85,746.26,156,2026-08-24
4569,4569.T,2016,1846.51,1469.36,87,2026-08-24
4569,4569.T,2017,1983.91,1549.25,253,2026-08-24
4569,4569.T,2018,2197.75,1485.98,261,2026-08-24
4569,4569.T,2019,1920.41,1338.17,241,2026-08-24
4569,4569.T,2020,2094.82,1313.29,242,2026-08-24
4569,4569.T,2021,1731.13,1419.13,245,2026-08-24
4569,4569.T,2022,1676.6,1443.98,244,2026-08-24
4569,4569.T,2023,1703.82,1455.33,246,2026-08-24
4569,4569.T,2024,1719.37,1355.55,245,2026-08-24
4569,4569.T,2025,1600.64,1254.68,243,2026-08-24
4569,4569.T,2026,1724.0,1052.0,156,2026-08-24
4625,4625.T,2016,443.65,395.58,87,2026-08-24
4625,4625.T,2017,1527.24,401.89,253,2026-08-24
4625,4625.T,2018,791.54,523.75,261,2026-08-24
4625,4625.T,2019,745.05,557.74,241,2026-08-24
4625,4625.T,2020,685.42,463.63,242,2026-08-24
4625,4625.T,2021,634.2,550.67,245,2026-08-24
4625,4625.T,2022,714.91,533.79,244,2026-08-24
4625,4625.T,2023,712.82,570.12,246,2026-08-24
4625,4625.T,2024,789.07,551.4,245,2026-08-24
4625,4625.T,2025,732.95,547.27,243,2026-08-24
4625,4625.T,2026,1015.39,685.0,156,2026-08-24
4629,4629.T,2016,1234.07,868.79,87,2026-08-24
4629,4629.T,2017,1435.63,1185.44,253,2026-08-24
4629,4629.T,2018,1381.31,928.43,261,2026-08-24
4629,4629.T,2019,1292.75,842.31,241,2026-08-24
4629,4629.T,2020,1441.99,905.01,242,2026-08-24
4629,4629.T,2021,1375.69,1111.0,245,2026-08-24
4629,4629.T,2022,1149.31,938.38,244,2026-08-24
4629,4629.T,2023,1386.38,1045.63,246,2026-08-24
4629,4629.T,2024,1583.24,1238.55,245,2026-08-24
4629,4629.T,2025,1658.76,1255.78,243,2026-08-24
4629,4629.T,2026,2250.0,1586.56,156,2026-08-24
4839,4839.T,2016,2643.4,1966.57,87,2026-08-24
4839,4839.T,2017,3102.14,2313.19,253,2026-08-24
4839,4839.T,2018,2901.8,2143.96,261,2026-08-24
4839,4839.T,2019,2481.65,1963.43,241,2026-08-24
4839,4839.T,2020,2527.72,1693.19,242,2026-08-24
4839,4839.T,2021,2479.41,1413.93,245,2026-08-24
4839,4839.T,2022,1542.31,1044.7,244,2026-08-24
4839,4839.T,2023,1213.83,947.38,246,2026-08-24
4839,4839.T,2024,1108.95,923.81,245,2026-08-24
4839,4839.T,2025,1876.59,927.6,243,2026-08-24
4839,4839.T,2026,1541.35,965.0,156,2026-08-24
4925,4925.T,2016,3427.5,2673.62,87,2026-08-24
4925,4925.T,2017,6393.93,3232.29,253,2026-08-24
4925,4925.T,2018,11437.0,4415.7,261,2026-08-24
4925,4925.T,2019,8373.61,5992.62,241,2026-08-24
4925,4925.T,2020,7562.11,3512.18,242,2026-08-24
4925,4925.T,2021,4375.61,2123.65,245,2026-08-24
4925,4925.T,2022,2413.54,1865.8,244,2026-08-24
4925,4925.T,2023,2347.89,1942.17,246,2026-08-24
4925,4925.T,2024,2110.28,1435.04,245,2026-08-24
4925,4925.T,2025,1828.44,1486.22,243,2026-08-24
4925,4925.T,2026,1807.91,1659.29,156,2026-08-24
5078,5078.T,2022,2145.4,1500.89,199,2026-08-24
5078,5078.T,2023,3081.58,2063.24,246,2026-08-24
5078,5078.T,2024,4246.21,2930.48,245,2026-08-24
5078,5078.T,2025,6762.72,3629.49,243,2026-08-24
5078,5078.T,2026,5340.0,4612.28,155,2026-08-24
5079,5079.T,2022,2334.08,1629.08,186,2026-08-24
5079,5079.T,2023,3322.76,2047.51,246,2026-08-24
5079,5079.T,2024,3433.73,2064.88,245,2026-08-24
5079,5079.T,2025,2777.87,2182.37,243,2026-08-24
5079,5079.T,2026,2878.21,2390.0,156,2026-08-24
5103,5103.T,2016,290.0,101.0,87,2026-08-24
5103,5103.T,2017,298.0,87.0,253,2026-08-24
5103,5103.T,2018,106.0,44.0,261,2026-08-24
5103,5103.T,2019,73.0,48.0,241,2026-08-24
5103,5103.T,2020,93.0,38.0,242,2026-08-24
5103,5103.T,2021,80.0,45.0,245,2026-08-24
5103,5103.T,2022,65.0,43.0,244,2026-08-24
5103,5103.T,2023,62.0,41.0,246,2026-08-24
5103,5103.T,2024,50.0,42.0,245,2026-08-24
5103,5103.T,2025,72.0,32.0,243,2026-08-24
5103,5103.T,2026,48.0,1.0,156,2026-08-24
5187,5187.T,2016,677.14,556.08,87,2026-08-24
5187,5187.T,2017,990.94,641.67,253,2026-08-24
5187,5187.T,2018,1075.85,672.04,261,2026-08-24
5187,5187.T,2019,869.94,663.86,241,2026-08-24
5187,5187.T,2020,872.25,675.59,242,2026-08-24
5187,5187.T,2021,864.75,767.06,245,2026-08-24
5187,5187.T,2022,940.79,728.78,244,2026-08-24
5187,5187.T,2023,828.16,745.38,246,2026-08-24
5187,5187.T,2024,936.02,792.05,245,2026-08-24
5187,5187.T,2025,1027.03,831.85,243,2026-08-24
5187,5187.T,2026,1221.44,1000.52,156,2026-08-24
5280,5280.T,2016,847.09,658.02,87,2026-08-24
5280,5280.T,2017,1278.53,758.22,253,2026-08-24
5280,5280.T,2018,1347.4,619.87,261,2026-08-24
5280,5280.T,2019,935.19,693.88,241,2026-08-24
5280,5280.T,2020,911.55,531.86,242,2026-08-24
5280,5280.T,2021,970.69,741.89,245,2026-08-24
5280,5280.T,2022,997.5,846.39,244,2026-08-24
5280,5280.T,2023,1141.68,878.65,246,2026-08-24
5280,5280.T,2024,1818.99,1081.41,245,2026-08-24
5280,5280.T,2025,2862.59,1358.93,243,2026-08-24
5280,5280.T,2026,3070.52,2072.0,156,2026-08-24
5282,5282.T,2016,754.75,610.06,87,2026-08-24
5282,5282.T,2017,930.12,576.17,253,2026-08-24
5282,5282.T,2018,636.61,305.32,261,2026-08-24
5282,5282.T,2019,469.72,202.13,241,2026-08-24
5282,5282.T,2020,441.9,215.22,242,2026-08-24
5282,5282.T,2021,385.93,251.19,245,2026-08-24
5282,5282.T,2022,297.79,246.27,244,2026-08-24
5282,5282.T,2023,323.68,256.77,246,2026-08-24
5282,5282.T,2024,373.42,241.79,245,2026-08-24
5282,5282.T,2025,418.06,253.56,243,2026-08-24
5282,5282.T,2026,497.37,360.0,156,2026-08-24
5408,5408.T,2016,585.15,410.63,87,2026-08-24
5408,5408.T,2017,606.67,454.75,253,2026-08-24
5408,5408.T,2018,582.3,334.78,261,2026-08-24
5408,5408.T,2019,454.85,323.82,241,2026-08-24
5408,5408.T,2020,417.46,239.64,242,2026-08-24
5408,5408.T,2021,431.15,273.81,245,2026-08-24
5408,5408.T,2022,716.35,326.51,244,2026-08-24
5408,5408.T,2023,1038.75,666.85,246,2026-08-24
5408,5408.T,2024,917.31,667.1,245,2026-08-24
5408,5408.T,2025,772.73,545.73,243,2026-08-24
5408,5408.T,2026,680.0,589.31,156,2026-08-24
548A,548A.T,2026,1195.0,878.0,95,2026-08-24
5697,5697.T,2016,253.51,218.02,87,2026-08-24
5697,5697.T,2017,890.94,230.33,253,2026-08-24
5697,5697.T,2018,705.51,297.25,261,2026-08-24
5697,5697.T,2019,428.61,318.27,241,2026-08-24
5697,5697.T,2020,392.46,178.81,242,2026-08-24
5697,5697.T,2021,519.24,275.1,245,2026-08-24
5697,5697.T,2022,561.33,388.02,244,2026-08-24
5697,5697.T,2023,679.02,445.29,246,2026-08-24
5697,5697.T,2024,533.28,377.54,245,2026-08-24
5697,5697.T,2025,710.08,413.57,243,2026-08-24
5697,5697.T,2026,849.0,649.0,156,2026-08-24
5753,5753.T,2016,1197.2,883.29,87,2026-08-24
5753,5753.T,2017,2203.99,970.96,253,2026-08-24
5753,5753.T,2018,2553.98,886.19,261,2026-08-24
5753,5753.T,2019,1519.24,924.27,241,2026-08-24
5753,5753.T,2020,1650.72,925.8,242,2026-08-24
5753,5753.T,2021,2034.06,1291.92,245,2026-08-24
5753,5753.T,2022,2639.99,1664.19,244,2026-08-24
5753,5753.T,2023,2065.2,1772.28,246,2026-08-24
5753,5753.T,2024,2066.84,1578.49,245,2026-08-24
5753,5753.T,2025,2353.54,1744.29,243,2026-08-24
5753,5753.T,2026,3087.73,2201.0,156,2026-08-24
5819,5819.T,2016,1623.85,1377.87,87,2026-08-24
5819,5819.T,2017,2081.1,1607.68,253,2026-08-24
5819,5819.T,2018,1989.33,1341.79,261,2026-08-24
5819,5819.T,2019,1583.77,1340.98,241,2026-08-24
5819,5819.T,2020,1566.71,1001.04,242,2026-08-24
5819,5819.T,2021,1585.82,1392.41,245,2026-08-24
5819,5819.T,2022,1462.37,1175.98,244,2026-08-24
5819,5819.T,2023,1435.5,1060.92,246,2026-08-24
5819,5819.T,2024,1691.66,1124.71,245,2026-08-24
5819,5819.T,2025,1858.21,1283.48,243,2026-08-24
5819,5819.T,2026,2108.44,1672.62,156,2026-08-24
5900,5900.T,2016,511.05,470.42,87,2026-08-24
5900,5900.T,2017,1118.19,502.11,253,2026-08-24
5900,5900.T,2018,765.08,464.13,261,2026-08-24
5900,5900.T,2019,716.57,506.32,241,2026-08-24
5900,5900.T,2020,817.63,514.87,242,2026-08-24
5900,5900.T,2021,743.1,610.8,245,2026-08-24
5900,5900.T,2022,730.32,591.04,244,2026-08-24
5900,5900.T,2023,915.43,636.86,246,2026-08-24
5900,5900.T,2024,840.88,628.52,245,2026-08-24
5900,5900.T,2025,879.05,681.75,243,2026-08-24
5900,5900.T,2026,878.0,769.0,156,2026-08-24
