date,sec_code,name,market,sector,is_supervised,close,last_quote,volume_k,traded,turnover
2026-08-20,7412,アトム,メイン市場,小売業,False,,362.0,0.0,False,0.0
2026-08-20,7485,岡谷鋼機,プレミア市場,卸売業,False,5090.0,,5.9,True,30031000.0
2026-08-20,7488,ヤガミ,メイン市場,卸売業,False,5100.0,,1.2,True,6120000.0
2026-08-20,7514,ヒマラヤ,プレミア市場,小売業,False,,881.0,0.0,False,0.0
2026-08-20,7593,ＶＴＨＤ,プレミア市場,小売業,False,,535.0,0.0,False,0.0
2026-08-20,7607,進和,プレミア市場,卸売業,False,,3130.0,0.0,False,0.0
2026-08-20,7630,壱番屋,プレミア市場,小売業,False,,942.0,0.0,False,0.0
2026-08-20,7649,スギＨＤ,プレミア市場,小売業,False,,2769.5,0.0,False,0.0
2026-08-20,7675,セントラルフォレスト,メイン市場,卸売業,False,,2790.0,0.0,False,0.0
2026-08-20,7682,浜木綿,メイン市場,小売業,False,,3910.0,0.0,False,0.0
2026-08-20,7723,愛知時,プレミア市場,精密機器,False,,2851.0,0.0,False,0.0
2026-08-20,7747,アサヒインテック,プレミア市場,精密機器,False,,4124.0,0.0,False,0.0
2026-08-20,7751,キヤノン,プレミア市場,電気機器,False,,4515.0,0.0,False,0.0
2026-08-20,7780,メニコン,プレミア市場,精密機器,False,,1941.0,0.0,False,0.0
2026-08-20,7790,バルコス,ネクスト市場,その他製品,False,1042.0,,0.3,True,312599.99999999994
2026-08-20,7805,プリントネット,メイン市場,その他製品,False,,748.0,0.0,False,0.0
2026-08-20,7870,福島印,メイン市場,その他製品,False,371.0,,5.5,True,2040500.0
2026-08-20,7871,フクビ化工,メイン市場,化 学,False,,1009.0,0.0,False,0.0
2026-08-20,7875,竹田ｉＰ,メイン市場,その他製品,False,,824.0,0.0,False,0.0
2026-08-20,7878,光・彩,メイン市場,その他製品,False,,1295.0,0.0,False,0.0
2026-08-20,7896,セブン工,メイン市場,その他製品,False,,515.0,0.0,False,0.0
2026-08-20,7928,旭化学,メイン市場,化 学,False,,652.0,0.0,False,0.0
2026-08-20,7931,未来工業,プレミア市場,化 学,False,,3630.0,0.0,False,0.0
2026-08-20,7943,ニチハ,プレミア市場,ガラス・土石製品,False,,3080.0,0.0,False,0.0
2026-08-20,7946,光陽社,メイン市場,その他製品,False,,321.0,0.0,False,0.0
2026-08-20,7950,デコラックス,メイン市場,化 学,False,,9380.0,0.0,False,0.0
2026-08-20,7953,菊水化,メイン市場,その他製品,False,,398.0,0.0,False,0.0
2026-08-20,7975,リヒトラブ,メイン市場,その他製品,False,,1143.0,0.0,False,0.0
2026-08-20,8015,豊田通商,プレミア市場,卸売業,False,,7195.0,0.0,False,0.0
2026-08-20,8031,三井物産,プレミア市場,卸売業,False,,4774.0,0.0,False,0.0
2026-08-20,8071,東海エレ,メイン市場,卸売業,False,2968.0,,0.1,True,296800.0
2026-08-20,8076,カノークス,メイン市場,卸売業,False,,2106.0,0.0,False,0.0
2026-08-20,8130,サンゲツ,プレミア市場,卸売業,False,,3180.0,0.0,False,0.0
2026-08-20,8145,中部水,メイン市場,卸売業,False,3155.0,,0.4,True,1262000.0
2026-08-20,8160,木曽路,プレミア市場,小売業,False,,2438.0,0.0,False,0.0
2026-08-20,8190,ヤマナカ,メイン市場,小売業,False,517.0,,10.8,True,5583600.0
2026-08-20,8225,タカチホ,メイン市場,卸売業,False,,3405.0,0.0,False,0.0
2026-08-20,8228,マルイチ産商,メイン市場,卸売業,False,1113.0,,1.0,True,1113000.0
2026-08-20,8285,三谷産業,プレミア市場,卸売業,False,,786.0,0.0,False,0.0
2026-08-20,8306,三菱ＵＦＪ,プレミア市場,銀行業,False,,3464.0,0.0,False,0.0
2026-08-20,8309,三井住友トラストＧ,プレミア市場,銀行業,False,,1690.5,0.0,False,0.0
2026-08-20,8316,三井住友,プレミア市場,銀行業,False,6667.0,6546.0,0.1,True,666700.0
