sec_code,company_name,market,as_of
3105,日清紡ホールディングス,プライム（内国株式）,20260911
3106,倉敷紡績,プライム（内国株式）,20260911
3107,ダイワボウホールディングス,プライム（内国株式）,20260911
3109,シキボウ,プライム（内国株式）,20260911
310A,サーティーフォー,PRO Market,20260911
3110,日東紡績,プライム（内国株式）,20260911
3111,オーミケンシ,スタンダード（内国株式）,20260911
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,20260911
3116,トヨタ紡織,プライム（内国株式）,20260911
3121,マーチャント・バンカーズ,スタンダード（内国株式）,20260911
3123,サイボー,スタンダード（内国株式）,20260911
312A,シンコーホールディングス,PRO Market,20260911
3131,シンデン・ハイテックス,スタンダード（内国株式）,20260911
3132,マクニカホールディングス,プライム（内国株式）,20260911
3133,海帆,グロース（内国株式）,20260911
3134,Ｈａｍｅｅ,スタンダード（内国株式）,20260911
3135,マーケットエンタープライズ,スタンダード（内国株式）,20260911
3137,ファンデリー,スタンダード（内国株式）,20260911
3138,富士山マガジンサービス,スタンダード（内国株式）,20260911
3139,ラクト・ジャパン,プライム（内国株式）,20260911
313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,ETF・ETN,20260911
3140,ＢＲＵＮＯ,グロース（内国株式）,20260911
3143,オーウイル,スタンダード（内国株式）,20260911
3148,クリエイトＳＤホールディングス,プライム（内国株式）,20260911
314A,ｉシェアーズ　ゴールド　ＥＴＦ,ETF・ETN,20260911
3150,グリムス,プライム（内国株式）,20260911
3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,20260911
3153,八洲電機,プライム（内国株式）,20260911
3154,メディアスホールディングス,プライム（内国株式）,20260911
3156,レスター,プライム（内国株式）,20260911
3157,ジオリーブグループ,スタンダード（内国株式）,20260911
3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,20260911
315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,ETF・ETN,20260911
3160,大光,スタンダード（内国株式）,20260911
3161,アゼアス,スタンダード（内国株式）,20260911
3166,ＯＣＨＩホールディングス,スタンダード（内国株式）,20260911
3167,ＴＯＫＡＩホールディングス,プライム（内国株式）,20260911
3168,ＭＥＲＦ,スタンダード（内国株式）,20260911
3169,ミサワ,スタンダード（内国株式）,20260911
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,ETF・ETN,20260911
3172,ティーライフ,スタンダード（内国株式）,20260911
3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,20260911
3174,ハピネス・アンド・ディ,スタンダード（内国株式）,20260911
3175,エー・ピーホールディングス,スタンダード（内国株式）,20260911
3176,三洋貿易,プライム（内国株式）,20260911
3177,ありがとうサービス,スタンダード（内国株式）,20260911
3178,チムニー,スタンダード（内国株式）,20260911
3179,シュッピン,プライム（内国株式）,20260911
317A,エス・エム・エス・データテック,PRO Market,20260911
3180,ビューティガレージ,プライム（内国株式）,20260911
3181,買取王国,スタンダード（内国株式）,20260911
3182,オイシックス,プライム（内国株式）,20260911
3183,ウイン・パートナーズ,プライム（内国株式）,20260911
3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,20260911
3185,夢展望,グロース（内国株式）,20260911
3186,ネクステージ,プライム（内国株式）,20260911
3187,ミラタップ,グロース（内国株式）,20260911
3189,ＡＮＡＰホールディングス,スタンダード（内国株式）,20260911
318A,ＶＩＸ短期先物指数ＥＴＦ,ETF・ETN,20260911
3190,ホットマン,スタンダード（内国株式）,20260911
3191,ジョイフル本田,プライム（内国株式）,20260911
3192,白鳩,スタンダード（内国株式）,20260911
3193,エターナルホスピタリティグループ,プライム（内国株式）,20260911
3195,ジェネレーションパス,スタンダード（内国株式）,20260911
3196,ホットランドホールディングス,プライム（内国株式）,20260911
3197,すかいらーくホールディングス,プライム（内国株式）,20260911
3199,綿半ホールディングス,プライム（内国株式）,20260911
319A,技術承継機構,グロース（内国株式）,20260911
3201,日本毛織,プライム（内国株式）,20260911
3202,ダイトウボウ,スタンダード（内国株式）,20260911
3204,トーア紡コーポレーション,スタンダード（内国株式）,20260911
3205,ダイドーリミテッド,スタンダード（内国株式）,20260911
320A,Ｄ＆Ｉ,PRO Market,20260911
321A,ヒューマンステージホールディングス,PRO Market,20260911
3221,ヨシックスホールディングス,プライム（内国株式）,20260911
3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,20260911
3223,エスエルディー,スタンダード（内国株式）,20260911
3224,ゼネラル・オイスター,グロース（内国株式）,20260911
3226,三井不動産アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
322A,ヒメジ理化,PRO Market,20260911
3231,野村不動産ホールディングス,プライム（内国株式）,20260911
3232,三重交通グループホールディングス,プライム（内国株式）,20260911
3234,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3236,プロパスト,スタンダード（内国株式）,20260911
3237,イントランス,グロース（内国株式）,20260911
3238,セントラル総合開発,スタンダード（内国株式）,20260911
323A,フライヤー,グロース（内国株式）,20260911
3241,ウィル,スタンダード（内国株式）,20260911
3242,アーバネットコーポレーション,スタンダード（内国株式）,20260911
3245,ディア・ライフ,プライム（内国株式）,20260911
3246,コーセーアールイー,スタンダード（内国株式）,20260911
3248,アールエイジ,スタンダード（内国株式）,20260911
3249,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
324A,ブッキングリゾート,グロース（内国株式）,20260911
3252,地主,プライム（内国株式）,20260911
325A,ＴＥＮＴＩＡＬ,グロース（内国株式）,20260911
3261,グランディーズ,グロース（内国株式）,20260911
3266,ファンドクリエーショングループ,スタンダード（内国株式）,20260911
3267,フィル・カンパニー,スタンダード（内国株式）,20260911
3269,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,PRO Market,20260911
3276,ＪＰＭＣ,プライム（内国株式）,20260911
3277,サンセイランディック,スタンダード（内国株式）,20260911
3279,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3280,エストラスト,スタンダード（内国株式）,20260911
3281,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3282,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3283,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3284,フージャースホールディングス,プライム（内国株式）,20260911
3286,トラストホールディングス,スタンダード（内国株式）,20260911
3287,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3288,オープンハウスグループ,プライム（内国株式）,20260911
3289,東急不動産ホールディングス,プライム（内国株式）,20260911
328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,ETF・ETN,20260911
3290,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3291,飯田グループホールディングス,プライム（内国株式）,20260911
3292,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3293,アズマハウス,スタンダード（内国株式）,20260911
3295,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3296,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3297,東武住販,スタンダード（内国株式）,20260911
3299,ムゲンエステート,スタンダード（内国株式）,20260911
329A,ジールアソシエイツ,PRO Market,20260911
3300,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,20260911
3302,帝国繊維,プライム（内国株式）,20260911
3306,日本製麻,スタンダード（内国株式）,20260911
3309,積水ハウス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
330A,ＴａｌｅｎｔＸ,グロース（内国株式）,20260911
3315,日本コークス工業,プライム（内国株式）,20260911
3317,フライングガーデン,スタンダード（内国株式）,20260911
331A,メディックス,スタンダード（内国株式）,20260911
3320,クロスプラス,スタンダード（内国株式）,20260911
3321,ミタチ産業,スタンダード（内国株式）,20260911
3323,レカム,スタンダード（内国株式）,20260911
3326,ランシステム,スタンダード（内国株式）,20260911
3329,東和フードサービス,スタンダード（内国株式）,20260911
332A,ミーク,グロース（内国株式）,20260911
3333,あさひ,プライム（内国株式）,20260911
333A,テクノスマイル,PRO Market,20260911
3349,コスモス薬品,プライム（内国株式）,20260911
334A,ビジュアル・プロセッシング・ジャパン,グロース（内国株式）,20260911
3350,メタプラネット,スタンダード（内国株式）,20260911
3352,バッファロー,スタンダード（内国株式）,20260911
3353,メディカル一光グループ,スタンダード（内国株式）,20260911
3355,クリヤマホールディングス,スタンダード（内国株式）,20260911
3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,20260911
3359,ｃｏｔｔａ,グロース（内国株式）,20260911
335A,ミライロ,グロース（内国株式）,20260911
3360,シップヘルスケアホールディングス,プライム（内国株式）,20260911
3361,トーエル,スタンダード（内国株式）,20260911
336A,ダイナミックマッププラットフォーム,グロース（内国株式）,20260911
3370,フジタコーポレーション,スタンダード（内国株式）,20260911
3371,ソフトクリエイトホールディングス,プライム（内国株式）,20260911
3372,関門海,スタンダード（内国株式）,20260911
3374,内外テック,スタンダード（内国株式）,20260911
3375,ＺＯＡ,スタンダード（内国株式）,20260911
3377,バイク王＆カンパニー,スタンダード（内国株式）,20260911
3382,セブン＆アイ・ホールディングス,プライム（内国株式）,20260911
3386,コスモ・バイオ,スタンダード（内国株式）,20260911
3387,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,20260911
3388,明治電機工業,プライム（内国株式）,20260911
338A,ＺｅｎｍｕＴｅｃｈ,グロース（内国株式）,20260911
3391,ツルハホールディングス,プライム（内国株式）,20260911
3392,デリカフーズホールディングス,スタンダード（内国株式）,20260911
3393,スターティアホールディングス,プライム（内国株式）,20260911
3395,サンマルクホールディングス,プライム（内国株式）,20260911
3396,フェリシモ,スタンダード（内国株式）,20260911
3397,トリドールホールディングス,プライム（内国株式）,20260911
3399,丸千代山岡家,スタンダード（内国株式）,20260911
339A,プログレス・テクノロジーズ　グループ,グロース（内国株式）,20260911
3401,帝人,プライム（内国株式）,20260911
3402,東レ,プライム（内国株式）,20260911
3405,クラレ,プライム（内国株式）,20260911
3407,旭化成,プライム（内国株式）,20260911
3409,北紡,スタンダード（内国株式）,20260911
340A,ジグザグ,グロース（内国株式）,20260911
3415,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,20260911
3416,ピクスタ,スタンダード（内国株式）,20260911
3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,20260911
3418,バルニバービ,グロース（内国株式）,20260911
341A,トヨコー,グロース（内国株式）,20260911
3420,ケー・エフ・シー,スタンダード（内国株式）,20260911
3421,稲葉製作所,スタンダード（内国株式）,20260911
3422,Ｊ－ＭＡＸ,スタンダード（内国株式）,20260911
3423,エスイー,スタンダード（内国株式）,20260911
3426,アトムリビンテック,スタンダード（内国株式）,20260911
3431,宮地エンジニアリンググループ,プライム（内国株式）,20260911
3433,トーカロ,プライム（内国株式）,20260911
3434,アルファＣｏ,スタンダード（内国株式）,20260911
3435,サンコーテクノ,スタンダード（内国株式）,20260911
3436,ＳＵＭＣＯ,プライム（内国株式）,20260911
3437,特殊電極,スタンダード（内国株式）,20260911
3439,三ツ知,スタンダード（内国株式）,20260911
343A,ＩＡＣＥトラベル,スタンダード（内国株式）,20260911
3440,日創グループ,スタンダード（内国株式）,20260911
3441,山王,スタンダード（内国株式）,20260911
3443,川田テクノロジーズ,プライム（内国株式）,20260911
3444,菊池製作所,スタンダード（内国株式）,20260911
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,20260911
3446,ジェイテックコーポレーション,スタンダード（内国株式）,20260911
3447,信和,スタンダード（内国株式）,20260911
3448,清鋼材,PRO Market,20260911
3449,テクノフレックス,スタンダード（内国株式）,20260911
3451,トーセイ・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3452,ビーロット,スタンダード（内国株式）,20260911
3454,ファーストブラザーズ,スタンダード（内国株式）,20260911
3455,ヘルスケア＆メディカル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,20260911
3459,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
345A,高配当成長　日本株（ネットリターン）ＥＴＮ,ETF・ETN,20260911
3461,パルマ,スタンダード（内国株式）,20260911
3462,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3463,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3465,ケイアイスター不動産,プライム（内国株式）,20260911
3466,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3467,アグレ都市デザイン,スタンダード（内国株式）,20260911
3468,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3469,デュアルタップ,スタンダード（内国株式）,20260911
346A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　半導体・半導体製造装置３５％キャップ指数連動型上場投信,ETF・ETN,20260911
3470,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3471,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3472,日本ホテル＆レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3474,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,20260911
3475,グッドコムアセット,プライム（内国株式）,20260911
3476,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3477,フォーライフ,グロース（内国株式）,20260911
3479,ＴＫＰ,グロース（内国株式）,20260911
347A,ＧＲＯＷＴＨ　ＰＯＷＥＲ,PRO Market,20260911
3480,ジェイ・エス・ビー,プライム（内国株式）,20260911
3481,三菱地所物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3482,ロードスターキャピタル,プライム（内国株式）,20260911
3483,翔栄,PRO Market,20260911
3484,イノベーションホールディングス,スタンダード（内国株式）,20260911
3486,グローバル・リンク・マネジメント,プライム（内国株式）,20260911
3487,ＣＲＥロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3488,セントラル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3489,フェイスネットワーク,スタンダード（内国株式）,20260911
348A,ＭＡＸＩＳ読売３３３日本株上場投信,ETF・ETN,20260911
3490,アズ企画設計,スタンダード（内国株式）,20260911
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,20260911
3492,ＭＩＲＡＲＴＨ不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
3494,マリオン,スタンダード（内国株式）,20260911
3495,香陵住販,スタンダード（内国株式）,20260911
3496,アズーム,プライム（内国株式）,20260911
3498,霞ヶ関キャピタル,プライム（内国株式）,20260911
349A,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本グロース株式,ETF・ETN,20260911
3501,ＳＵＭＩＮＯＥ,プライム（内国株式）,20260911
350A,デジタルグリッド,グロース（内国株式）,20260911
3512,日本フエルト,スタンダード（内国株式）,20260911
3513,イチカワ,スタンダード（内国株式）,20260911
351A,アクシスＩＴパートナーズ,PRO Market,20260911
3521,テルマー湯ホールディングス,スタンダード（内国株式）,20260911
3524,日東製網,スタンダード（内国株式）,20260911
3529,アツギ,スタンダード（内国株式）,20260911
352A,ＬＯＩＶＥ,グロース（内国株式）,20260911
3536,アクサスホールディングス,スタンダード（内国株式）,20260911
3537,昭栄薬品,スタンダード（内国株式）,20260911
3538,ウイルプラスホールディングス,スタンダード（内国株式）,20260911
3539,ＪＭホールディングス,プライム（内国株式）,20260911
3542,ベガコーポレーション,グロース（内国株式）,20260911
3543,コメダホールディングス,プライム（内国株式）,20260911
3544,サツドラホールディングス,スタンダード（内国株式）,20260911
3547,ユニシアホールディングス,スタンダード（内国株式）,20260911
3548,バロックジャパンリミテッド,プライム（内国株式）,20260911
3549,クスリのアオキホールディングス,スタンダード（内国株式）,20260911
354A,ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株高配当５０指数,ETF・ETN,20260911
3550,スタジオアタオ,グロース（内国株式）,20260911
3551,ダイニック,スタンダード（内国株式）,20260911
3553,共和レザー,スタンダード（内国株式）,20260911
3556,リネットジャパングループ,グロース（内国株式）,20260911
3557,ユナイテッド＆コレクティブ,グロース（内国株式）,20260911
3558,ジェイドグループ,グロース（内国株式）,20260911
3559,ピーバンドットコム,スタンダード（内国株式）,20260911
355A,ナウビレッジ,PRO Market,20260911
3560,ほぼ日,スタンダード（内国株式）,20260911
3561,力の源ホールディングス,プライム（内国株式）,20260911
3562,Ｎｏ．１,スタンダード（内国株式）,20260911
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,20260911
3565,アセンテック,スタンダード（内国株式）,20260911
3566,ユニフォームネクスト,グロース（内国株式）,20260911
3569,セーレン,プライム（内国株式）,20260911
356A,グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ,ETF・ETN,20260911
3571,ソトー,スタンダード（内国株式）,20260911
3577,東海染工,スタンダード（内国株式）,20260911
357A,エフアンドエフ,PRO Market,20260911
3580,小松マテーレ,プライム（内国株式）,20260911
3583,オーベクス,スタンダード（内国株式）,20260911
358A,ゼン・ランド,PRO Market,20260911
3591,ワコールホールディングス,プライム（内国株式）,20260911
3597,自重堂,スタンダード（内国株式）,20260911
3598,山喜,スタンダード（内国株式）,20260911
359A,ＮＥＸＴ　ＳＴＡＧＥ,PRO Market,20260911
3600,フジックス,スタンダード（内国株式）,20260911
3607,クラウディアホールディングス,スタンダード（内国株式）,20260911
3608,ＴＳＩホールディングス,プライム（内国株式）,20260911
360A,東証ＲＥＩＴ　Ｃｏｒｅ　ＥＴＦ,ETF・ETN,20260911
3611,マツオカコーポレーション,スタンダード（内国株式）,20260911
3612,ワールド,プライム（内国株式）,20260911
361A,リビングハウス,PRO Market,20260911
3622,ネットイヤーグループ,スタンダード（内国株式）,20260911
3623,ビリングシステム,グロース（内国株式）,20260911
3624,アクセルマーク,グロース（内国株式）,20260911
3625,テックファームホールディングス,グロース（内国株式）,20260911
3626,ＴＩＳＩ,プライム（内国株式）,20260911
3627,テクミラホールディングス,スタンダード（内国株式）,20260911
3628,データホライゾン,グロース（内国株式）,20260911
362A,エクシオホールディングス,PRO Market,20260911
3632,グリーホールディングス,プライム（内国株式）,20260911
3633,ＧＭＯペパボ,スタンダード（内国株式）,20260911
3634,ソケッツ,スタンダード（内国株式）,20260911
3635,コーエーテクモホールディングス,プライム（内国株式）,20260911
3636,三菱総合研究所,プライム（内国株式）,20260911
3639,ボルテージ,スタンダード（内国株式）,20260911
363A,ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００,ETF・ETN,20260911
3640,電算,スタンダード（内国株式）,20260911
3641,パピレス,スタンダード（内国株式）,20260911
3645,メディカルネット,グロース（内国株式）,20260911
3646,駅探,スタンダード（内国株式）,20260911
3647,アスリナ,スタンダード（内国株式）,20260911
3648,ＡＧＳ,スタンダード（内国株式）,20260911
3649,ファインデックス,プライム（内国株式）,20260911
364A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　配当貴族指数連動型上場投信,ETF・ETN,20260911
3652,ディジタルメディアプロフェッショナル,グロース（内国株式）,20260911
3653,モルフォ,グロース（内国株式）,20260911
3656,ＫＬａｂ,プライム（内国株式）,20260911
3657,ポールトゥウィンホールディングス,プライム（内国株式）,20260911
3659,ネクソン,プライム（内国株式）,20260911
365A,伊澤タオル,スタンダード（内国株式）,20260911
3660,アイスタイル,プライム（内国株式）,20260911
3661,エムアップホールディングス,プライム（内国株式）,20260911
3662,エイチームホールディングス,プライム（内国株式）,20260911
3663,セルシス,プライム（内国株式）,20260911
3664,ＷＩＺＥ,グロース（内国株式）,20260911
3665,エニグモ,プライム（内国株式）,20260911
3667,ｅｎｉｓｈ,スタンダード（内国株式）,20260911
3668,コロプラ,プライム（内国株式）,20260911
366A,ウェルネス・コミュニケーションズ,グロース（内国株式）,20260911
3670,協立情報通信,スタンダード（内国株式）,20260911
3671,ソフトマックス,スタンダード（内国株式）,20260911
3672,オルトプラス,スタンダード（内国株式）,20260911
3673,ブロードリーフ,プライム（内国株式）,20260911
3674,オークファン,グロース（内国株式）,20260911
3675,クロス・マーケティンググループ,スタンダード（内国株式）,20260911
3676,デジタルハーツホールディングス,プライム（内国株式）,20260911
3678,メディアドゥ,プライム（内国株式）,20260911
3679,じげん,プライム（内国株式）,20260911
367A,プリモグローバルホールディングス,スタンダード（内国株式）,20260911
3680,ホットリンク,グロース（内国株式）,20260911
3682,エンカレッジ・テクノロジ,スタンダード（内国株式）,20260911
3683,サイバーリンクス,スタンダード（内国株式）,20260911
3686,ディー・エル・イー,スタンダード（内国株式）,20260911
3687,フィックスターズ,プライム（内国株式）,20260911
368A,北里,プライム（内国株式）,20260911
3690,イルグルム,スタンダード（内国株式）,20260911
3691,デジタルプラス,グロース（内国株式）,20260911
3692,ＦＦＲＩセキュリティ,グロース（内国株式）,20260911
3694,オプティム,プライム（内国株式）,20260911
3695,ＧＭＯプロダクトプラットフォーム,グロース（内国株式）,20260911
3696,セレス,プライム（内国株式）,20260911
3697,ＳＨＩＦＴ,プライム（内国株式）,20260911
3698,ＣＲＩ・ミドルウェア,スタンダード（内国株式）,20260911
369A,エータイ,グロース（内国株式）,20260911
3708,特種東海製紙,プライム（内国株式）,20260911
370A,リバイブル,PRO Market,20260911
3710,ジョルダン,スタンダード（内国株式）,20260911
3712,情報企画,スタンダード（内国株式）,20260911
3719,ＡＩストーム,スタンダード（内国株式）,20260911
371A,デージーネット,PRO Market,20260911
3723,日本ファルコム,グロース（内国株式）,20260911
3726,フォーシーズＨＤ,スタンダード（内国株式）,20260911
3727,アプリックス,グロース（内国株式）,20260911
372A,レント,スタンダード（内国株式）,20260911
3733,ソフトウェア・サービス,スタンダード（内国株式）,20260911
373A,リップス,グロース（内国株式）,20260911
3741,セック,プライム（内国株式）,20260911
3744,サイオス,スタンダード（内国株式）,20260911
3747,インタートレード,スタンダード（内国株式）,20260911
374A,樋口総合研究所,PRO Market,20260911
3750,ＡＤＲバイオメディカルホールディングス,スタンダード（内国株式）,20260911
3753,フライトソリューションズ,スタンダード（内国株式）,20260911
3758,アエリア,スタンダード（内国株式）,20260911
375A,ＹＡＫホールディングス,PRO Market,20260911
3760,ケイブ,スタンダード（内国株式）,20260911
3762,テクマトリックス,プライム（内国株式）,20260911
3763,プロシップ,プライム（内国株式）,20260911
3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,20260911
3766,システムズ・デザイン,スタンダード（内国株式）,20260911
3768,リスクモンスター,スタンダード（内国株式）,20260911
3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,20260911
376A,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（７５％為替ヘッジあり）連動型上場投信,ETF・ETN,20260911
3771,システムリサーチ,プライム（内国株式）,20260911
3772,ウェルス・マネジメント,スタンダード（内国株式）,20260911
3773,アドバンスト・メディア,グロース（内国株式）,20260911
3774,インターネットイニシアティブ,プライム（内国株式）,20260911
3776,ブロードバンドタワー,スタンダード（内国株式）,20260911
3777,環境フレンドリーホールディングス,グロース（内国株式）,20260911
3778,さくらインターネット,プライム（内国株式）,20260911
3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）,20260911
3787,テクノマセマティカル,スタンダード（内国株式）,20260911
3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）,20260911
378A,ヒット,グロース（内国株式）,20260911
3791,ＩＧポート,スタンダード（内国株式）,20260911
3793,ドリコム,グロース（内国株式）,20260911
3796,いい生活,スタンダード（内国株式）,20260911
3798,ＵＬＳグループ,スタンダード（内国株式）,20260911
3799,キーウェアソリューションズ,スタンダード（内国株式）,20260911
379A,グローバルＸ　Ｓ＆Ｐ５００　ＥＴＦ（ダイナミック・プロテクション）,ETF・ETN,20260911
3800,ユニリタ,スタンダード（内国株式）,20260911
3802,エコミック,スタンダード（内国株式）,20260911
3803,イメージ情報開発,グロース（内国株式）,20260911
3804,システム　ディ,スタンダード（内国株式）,20260911
3807,フィスコ,グロース（内国株式）,20260911
380A,グローバルＸ　チャイナテック　ＥＴＦ,ETF・ETN,20260911
3810,サイバーステップホールディングス,スタンダード（内国株式）,20260911
3815,メディア工房,グロース（内国株式）,20260911
3816,大和コンピューター,スタンダード（内国株式）,20260911
3817,ＳＲＡホールディングス,プライム（内国株式）,20260911
381A,ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジなし）,ETF・ETN,20260911
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）,20260911
3825,リミックスポイント,スタンダード（内国株式）,20260911
3826,システムインテグレータ,スタンダード（内国株式）,20260911
382A,ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジあり）,ETF・ETN,20260911
3834,朝日ネット,プライム（内国株式）,20260911
3835,ｅＢＡＳＥ,プライム（内国株式）,20260911
3836,アバントグループ,プライム（内国株式）,20260911
3837,アドソル日進,プライム（内国株式）,20260911
3839,ＯＤＫソリューションズ,スタンダード（内国株式）,20260911
383A,ＭＡＸＩＳ　Ｓ＆Ｐ５００均等ウェイト上場投信,ETF・ETN,20260911
3840,パス,スタンダード（内国株式）,20260911
3841,ジーダット,スタンダード（内国株式）,20260911
3842,ネクストジェン,スタンダード（内国株式）,20260911
3843,フリービット,プライム（内国株式）,20260911
3844,コムチュア,プライム（内国株式）,20260911
3845,アイフリークモバイル,スタンダード（内国株式）,20260911
3848,データ・アプリケーション,スタンダード（内国株式）,20260911
3850,エヌ・ティ・ティ・データ・イントラマート,スタンダード（内国株式）,20260911
3851,日本一ソフトウェア,スタンダード（内国株式）,20260911
3853,アステリア,プライム（内国株式）,20260911
3854,アイル,プライム（内国株式）,20260911
3856,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,20260911
3858,ユビキタスＡＩ,スタンダード（内国株式）,20260911
385A,山本通産,PRO Market,20260911
3861,王子ホールディングス,プライム（内国株式）,20260911
3863,日本製紙,プライム（内国株式）,20260911
3864,三菱製紙,プライム（内国株式）,20260911
3865,北越コーポレーション,プライム（内国株式）,20260911
386A,みのや,スタンダード（内国株式）,20260911
3877,中越パルプ工業,プライム（内国株式）,20260911
3878,巴川コーポレーション,スタンダード（内国株式）,20260911
387A,フラー,グロース（内国株式）,20260911
3880,大王製紙,プライム（内国株式）,20260911
3891,ニッポン高度紙工業,スタンダード（内国株式）,20260911
3892,岡山製紙,スタンダード（内国株式）,20260911
3895,ハビックス,スタンダード（内国株式）,20260911
3896,阿波製紙,スタンダード（内国株式）,20260911
389A,八光オートメーション,PRO Market,20260911
3900,クラウドワークス,グロース（内国株式）,20260911
3901,マークラインズ,プライム（内国株式）,20260911
3903,ｇｕｍｉ,プライム（内国株式）,20260911
3904,カヤック,グロース（内国株式）,20260911
3905,データセクション,グロース（内国株式）,20260911
3907,シリコンスタジオ,スタンダード（内国株式）,20260911
