sec_code,company_name,market,as_of
441A,ＮＥ,グロース（内国株式）,20260911
4420,イーソル,スタンダード（内国株式）,20260911
4421,ディ・アイ・システム,スタンダード（内国株式）,20260911
4422,ＶＡＬＵＥＮＥＸ,グロース（内国株式）,20260911
4424,Ａｍａｚｉａ,グロース（内国株式）,20260911
4425,Ｋｕｄａｎ,グロース（内国株式）,20260911
4426,パスロジ,PRO Market,20260911
4427,ＥｄｕＬａｂ,グロース（内国株式）,20260911
4428,シノプス,グロース（内国株式）,20260911
4429,リックソフト,グロース（内国株式）,20260911
442A,クラシコ,グロース（内国株式）,20260911
4430,東海ソフト,スタンダード（内国株式）,20260911
4431,スマレジ,グロース（内国株式）,20260911
4432,ウイングアーク１ｓｔ,プライム（内国株式）,20260911
4433,ヒト・コミュニケーションズ・ホールディングス,プライム（内国株式）,20260911
4434,サーバーワークス,スタンダード（内国株式）,20260911
4436,ミンカブ・ジ・インフォノイド,グロース（内国株式）,20260911
4437,ｇｏｏｄｄａｙｓホールディングス,グロース（内国株式）,20260911
4438,Ｗｅｌｂｙ,グロース（内国株式）,20260911
4439,東名,スタンダード（内国株式）,20260911
443A,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数（２・５・８・１１月決算型）,ETF・ETN,20260911
4440,ヴィッツ,スタンダード（内国株式）,20260911
4441,トビラシステムズ,スタンダード（内国株式）,20260911
4442,バルテス・ホールディングス,グロース（内国株式）,20260911
4443,Ｓａｎｓａｎ,プライム（内国株式）,20260911
4444,インフォネット,グロース（内国株式）,20260911
4445,リビン・テクノロジーズ,グロース（内国株式）,20260911
4446,Ｌｉｎｋ－Ｕグループ,スタンダード（内国株式）,20260911
4447,ピー・ビーシステムズ,グロース（内国株式）,20260911
4448,ｋｕｂｅｌｌ,グロース（内国株式）,20260911
444A,アイテル,PRO Market,20260911
4450,パワーソリューションズ,グロース（内国株式）,20260911
4452,花王,プライム（内国株式）,20260911
445A,東洋コーポレーション,PRO Market,20260911
4461,第一工業製薬,プライム（内国株式）,20260911
4462,石原ケミカル,プライム（内国株式）,20260911
4463,日華化学,スタンダード（内国株式）,20260911
4464,ソフト９９コーポレーション,スタンダード（内国株式）,20260911
4465,ニイタカ,スタンダード（内国株式）,20260911
446A,ノースサンド,グロース（内国株式）,20260911
4471,三洋化成工業,プライム（内国株式）,20260911
4475,ＨＥＮＮＧＥ,グロース（内国株式）,20260911
4476,ＡＩ　ＣＲＯＳＳ,グロース（内国株式）,20260911
4477,ＢＡＳＥ,グロース（内国株式）,20260911
4478,フリー,グロース（内国株式）,20260911
4479,マクアケ,グロース（内国株式）,20260911
447A,ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジなし）,ETF・ETN,20260911
4480,メドレー,プライム（内国株式）,20260911
4481,ベース,プライム（内国株式）,20260911
4482,ウィルズ,グロース（内国株式）,20260911
4483,ＪＭＤＣ,プライム（内国株式）,20260911
4484,ランサーズ,グロース（内国株式）,20260911
4486,ユナイトアンドグロウ,グロース（内国株式）,20260911
4487,スペースマーケット,グロース（内国株式）,20260911
4488,ＡＩ　ｉｎｓｉｄｅ,グロース（内国株式）,20260911
448A,ステート・ストリート・スパイダー　ゴールド　ＥＴＦ（為替ヘッジあり）,ETF・ETN,20260911
4490,ビザスク,グロース（内国株式）,20260911
4491,コンピューターマネージメント,スタンダード（内国株式）,20260911
4492,ゼネテック,スタンダード（内国株式）,20260911
4493,サイバーセキュリティクラウド,グロース（内国株式）,20260911
4495,アイキューブドシステムズ,グロース（内国株式）,20260911
4496,コマースＯｎｅホールディングス,グロース（内国株式）,20260911
4498,サイバートラスト,グロース（内国株式）,20260911
4499,Ｓｐｅｅｅ,スタンダード（内国株式）,20260911
449A,ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジなし）,ETF・ETN,20260911
4502,武田薬品工業,プライム（内国株式）,20260911
4503,アステラス製薬,プライム（内国株式）,20260911
4506,住友ファーマ,プライム（内国株式）,20260911
4507,塩野義製薬,プライム（内国株式）,20260911
450A,ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジあり）,ETF・ETN,20260911
4512,わかもと製薬,スタンダード（内国株式）,20260911
4516,日本新薬,プライム（内国株式）,20260911
4519,中外製薬,プライム（内国株式）,20260911
451A,ステート・ストリート・スパイダー　Ｓ＆Ｐ５００高配当株　ＥＴＦ,ETF・ETN,20260911
4521,科研製薬,プライム（内国株式）,20260911
4523,エーザイ,プライム（内国株式）,20260911
4524,森下仁丹,スタンダード（内国株式）,20260911
4526,理研ビタミン,プライム（内国株式）,20260911
4527,ロート製薬,プライム（内国株式）,20260911
4528,小野薬品工業,プライム（内国株式）,20260911
452A,ｉシェアーズ　Ｓ＆Ｐ　５００　プレミアムインカム　ＥＴＦ,ETF・ETN,20260911
4531,有機合成薬品工業,スタンダード（内国株式）,20260911
4534,持田製薬,プライム（内国株式）,20260911
4536,参天製薬,プライム（内国株式）,20260911
4538,扶桑薬品工業,プライム（内国株式）,20260911
4539,日本ケミファ,スタンダード（内国株式）,20260911
453A,ｉシェアーズ　米国債２０年超　プレミアムインカム　ＥＴＦ,ETF・ETN,20260911
4540,ツムラ,プライム（内国株式）,20260911
4543,テルモ,プライム（内国株式）,20260911
4544,Ｈ．Ｕ．グループホールディングス,プライム（内国株式）,20260911
4547,キッセイ薬品工業,プライム（内国株式）,20260911
4548,生化学工業,プライム（内国株式）,20260911
4549,栄研化学,プライム（内国株式）,20260911
4552,ＪＣＲファーマ,プライム（内国株式）,20260911
4553,東和薬品,プライム（内国株式）,20260911
4554,富士製薬工業,プライム（内国株式）,20260911
4558,中京医薬品,スタンダード（内国株式）,20260911
4559,ゼリア新薬工業,プライム（内国株式）,20260911
455A,バリューソフトホールディングス,PRO Market,20260911
4563,アンジェス,グロース（内国株式）,20260911
4564,オンコセラピー・サイエンス,グロース（内国株式）,20260911
4565,ネクセラファーマ,プライム（内国株式）,20260911
4568,第一三共,プライム（内国株式）,20260911
4569,杏林製薬,プライム（内国株式）,20260911
456A,ＨＵＭＡＮ　ＭＡＤＥ,グロース（内国株式）,20260911
4570,免疫生物研究所,グロース（内国株式）,20260911
4571,ＮＡＮＯホールディングス,グロース（内国株式）,20260911
4572,カルナバイオサイエンス,グロース（内国株式）,20260911
4574,大幸薬品,プライム（内国株式）,20260911
4575,キャンバス,グロース（内国株式）,20260911
4576,デ・ウエスタン・セラピテクス研究所,グロース（内国株式）,20260911
4577,ダイト,プライム（内国株式）,20260911
4578,大塚ホールディングス,プライム（内国株式）,20260911
4579,ラクオリア創薬,グロース（内国株式）,20260911
457A,ルリアン,PRO Market,20260911
4582,シンバイオ製薬,グロース（内国株式）,20260911
4583,カイオム・バイオサイエンス,グロース（内国株式）,20260911
4584,キッズウェル・バイオ,グロース（内国株式）,20260911
4586,メドレックス,グロース（内国株式）,20260911
4587,ペプチドリーム,プライム（内国株式）,20260911
4588,オンコリスバイオファーマ,グロース（内国株式）,20260911
458A,プラン・ドゥ,PRO Market,20260911
4591,リボミック,グロース（内国株式）,20260911
4592,サンバイオ,グロース（内国株式）,20260911
4593,ヘリオス,グロース（内国株式）,20260911
4594,ブライトパス・バイオ,グロース（内国株式）,20260911
4595,ミズホメディー,スタンダード（内国株式）,20260911
4596,窪田製薬ホールディングス,グロース（内国株式）,20260911
4597,ソレイジア・ファーマ,グロース（内国株式）,20260911
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,グロース（内国株式）,20260911
4599,ステムリム,グロース（内国株式）,20260911
459A,野村高利回りＪリート指数ＥＴＦ,ETF・ETN,20260911
460A,ＢＲＡＮＵ,グロース（内国株式）,20260911
4611,大日本塗料,プライム（内国株式）,20260911
4612,日本ペイントホールディングス,プライム（内国株式）,20260911
4613,関西ペイント,プライム（内国株式）,20260911
4615,神東塗料,スタンダード（内国株式）,20260911
4616,川上塗料,スタンダード（内国株式）,20260911
4617,中国塗料,プライム（内国株式）,20260911
4619,日本特殊塗料,スタンダード（内国株式）,20260911
461A,ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信,ETF・ETN,20260911
4620,藤倉化成,スタンダード（内国株式）,20260911
4623,アサヒペン,スタンダード（内国株式）,20260911
4624,イサム塗料,スタンダード（内国株式）,20260911
4625,アトミクス,スタンダード（内国株式）,20260911
4626,太陽ホールディングス,プライム（内国株式）,20260911
4627,ナトコ,スタンダード（内国株式）,20260911
4628,エスケー化研,スタンダード（内国株式）,20260911
4629,大伸化学,スタンダード（内国株式）,20260911
462A,ＦＵＮＤＩＮＮＯ,グロース（内国株式）,20260911
4631,ＤＩＣ,プライム（内国株式）,20260911
4633,サカタインクス,プライム（内国株式）,20260911
4634,ａｒｔｉｅｎｃｅ,プライム（内国株式）,20260911
4635,東京インキ,スタンダード（内国株式）,20260911
463A,インテリックスホールディングス,スタンダード（内国株式）,20260911
4641,アルプス技研,プライム（内国株式）,20260911
4642,オリジナル設計,スタンダード（内国株式）,20260911
4644,イマジニア,スタンダード（内国株式）,20260911
4645,市進ホールディングス,スタンダード（内国株式）,20260911
464A,ＱＰＳホールディングス,グロース（内国株式）,20260911
4650,ＳＤエンターテイメント,スタンダード（内国株式）,20260911
4651,サニックスホールディングス,スタンダード（内国株式）,20260911
4657,環境管理センター,スタンダード（内国株式）,20260911
4658,日本空調サービス,プライム（内国株式）,20260911
465A,グローバルＸ　日経平均株主還元４０－日本株式　ＥＴＦ,ETF・ETN,20260911
4661,オリエンタルランド,プライム（内国株式）,20260911
4662,フォーカスシステムズ,プライム（内国株式）,20260911
4664,アール・エス・シー,スタンダード（内国株式）,20260911
4665,ダスキン,プライム（内国株式）,20260911
4666,パーク２４,プライム（内国株式）,20260911
4667,アイサンテクノロジー,スタンダード（内国株式）,20260911
4668,明光ネットワークジャパン,プライム（内国株式）,20260911
466A,グローバルＸ　防衛テック　ＥＴＦ,ETF・ETN,20260911
4671,ファルコホールディングス,スタンダード（内国株式）,20260911
4673,川崎地質,スタンダード（内国株式）,20260911
4674,クレスコ,プライム（内国株式）,20260911
4676,フジ・メディア・ホールディングス,プライム（内国株式）,20260911
4678,秀英予備校,スタンダード（内国株式）,20260911
4679,田谷,スタンダード（内国株式）,20260911
467A,グローバルＸ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,20260911
4680,ラウンドワン,プライム（内国株式）,20260911
4681,リゾートトラスト,プライム（内国株式）,20260911
4684,オービック,プライム（内国株式）,20260911
4685,菱友システムズ,スタンダード（内国株式）,20260911
4686,ジャストシステム,プライム（内国株式）,20260911
4687,ＴＤＣソフト,プライム（内国株式）,20260911
4689,ＬＩＮＥヤフー,プライム（内国株式）,20260911
468A,グローバルＸ　米ドル建て投資適格社債　ＥＴＦ,ETF・ETN,20260911
4691,ワシントンホテル,スタンダード（内国株式）,20260911
4694,ビー・エム・エル,プライム（内国株式）,20260911
469A,フィットクルー,グロース（内国株式）,20260911
4704,トレンドマイクロ,プライム（内国株式）,20260911
4705,クリップコーポレーション,スタンダード（内国株式）,20260911
4707,キタック,スタンダード（内国株式）,20260911
4709,ＩＤホールディングス,プライム（内国株式）,20260911
470A,ローカル,PRO Market,20260911
4712,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,20260911
4714,リソー教育グループ,プライム（内国株式）,20260911
4716,日本オラクル,スタンダード（内国株式）,20260911
4718,早稲田アカデミー,プライム（内国株式）,20260911
4719,アルファシステムズ,プライム（内国株式）,20260911
471A,ＮＳグループ,プライム（内国株式）,20260911
4720,城南進学研究社,スタンダード（内国株式）,20260911
4722,フューチャー,プライム（内国株式）,20260911
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,20260911
4728,トーセ,スタンダード（内国株式）,20260911
472A,ミラティブ,グロース（内国株式）,20260911
4732,ユー・エス・エス,プライム（内国株式）,20260911
4733,オービックビジネスコンサルタント,プライム（内国株式）,20260911
4735,京進,スタンダード（内国株式）,20260911
4736,日本ラッド,スタンダード（内国株式）,20260911
473A,ニッセイＥＴＦ　日経２２５インデックス,ETF・ETN,20260911
4743,アイティフォー,プライム（内国株式）,20260911
4746,東計電算,スタンダード（内国株式）,20260911
4750,ダイサン,スタンダード（内国株式）,20260911
4751,サイバーエージェント,プライム（内国株式）,20260911
4752,昭和システムエンジニアリング,スタンダード（内国株式）,20260911
4754,トスネット,スタンダード（内国株式）,20260911
4755,楽天グループ,プライム（内国株式）,20260911
475A,ギミック,スタンダード（内国株式）,20260911
4760,アルファ,スタンダード（内国株式）,20260911
4761,さくらケーシーエス,スタンダード（内国株式）,20260911
4762,エックスネット,スタンダード（内国株式）,20260911
4763,クリーク・アンド・リバー社,プライム（内国株式）,20260911
4765,ＳＢＩグローバルアセットマネジメント,プライム（内国株式）,20260911
4766,ピーエイ,スタンダード（内国株式）,20260911
4767,テー・オー・ダブリュー,スタンダード（内国株式）,20260911
4768,大塚商会,プライム（内国株式）,20260911
4769,ＩＣ,スタンダード（内国株式）,20260911
476A,辻・本郷ＩＴコンサルティング,スタンダード（内国株式）,20260911
4771,エフアンドエム,スタンダード（内国株式）,20260911
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,グロース（内国株式）,20260911
4776,サイボウズ,プライム（内国株式）,20260911
4777,ガーラ,スタンダード（内国株式）,20260911
477A,スタートライン,グロース（内国株式）,20260911
4783,ＮＣＤ,スタンダード（内国株式）,20260911
4784,ＧＭＯインターネット,プライム（内国株式）,20260911
478A,フツパー,グロース（内国株式）,20260911
4792,山田コンサルティンググループ,プライム（内国株式）,20260911
479A,ＰＲＯＮＩ,グロース（内国株式）,20260911
4800,オリコン,スタンダード（内国株式）,20260911
4801,セントラルスポーツ,プライム（内国株式）,20260911
4809,パラカ,プライム（内国株式）,20260911
480A,リブ・コンサルティング,グロース（内国株式）,20260911
4811,ドリーム・アーツ,グロース（内国株式）,20260911
4812,電通総研,プライム（内国株式）,20260911
4813,ＡＣＣＥＳＳ,プライム（内国株式）,20260911
4814,ネクストウェア,スタンダード（内国株式）,20260911
4816,東映アニメーション,スタンダード（内国株式）,20260911
4819,デジタルガレージ,プライム（内国株式）,20260911
481A,ＪＳｅｃｕｒｉｔｙ,PRO Market,20260911
4820,イーエムシステムズ,プライム（内国株式）,20260911
4825,ウェザーニューズ,プライム（内国株式）,20260911
4826,ＣＩＪ,プライム（内国株式）,20260911
4828,ビジネスエンジニアリング,プライム（内国株式）,20260911
4829,日本エンタープライズ,スタンダード（内国株式）,20260911
4832,ＪＦＥシステムズ,スタンダード（内国株式）,20260911
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,グロース（内国株式）,20260911
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,スタンダード（内国株式）,20260911
4839,ＷＯＷＯＷ,プライム（内国株式）,20260911
483A,テラテクノロジー,スタンダード（内国株式）,20260911
4840,トライアイズ,スタンダード（内国株式）,20260911
4845,スカラ,スタンダード（内国株式）,20260911
4847,インテリジェント　ウェイブ,プライム（内国株式）,20260911
4848,フルキャストホールディングス,プライム（内国株式）,20260911
4849,エン,プライム（内国株式）,20260911
484A,ニューズドテック,PRO Market,20260911
485A,パワーエックス,グロース（内国株式）,20260911
486A,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジなし）連動型上場投信,ETF・ETN,20260911
4875,メディシノバ・インク,スタンダード（外国株式）,20260911
487A,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信,ETF・ETN,20260911
4880,セルソース,スタンダード（内国株式）,20260911
4881,ファンペップ,グロース（内国株式）,20260911
4882,ペルセウスプロテオミクス,グロース（内国株式）,20260911
4883,モダリス,グロース（内国株式）,20260911
4884,クリングルファーマ,グロース（内国株式）,20260911
4885,室町ケミカル,スタンダード（内国株式）,20260911
4886,あすか製薬ホールディングス,プライム（内国株式）,20260911
4887,サワイグループホールディングス,プライム（内国株式）,20260911
4888,ステラファーマ,グロース（内国株式）,20260911
4889,レナサイエンス,グロース（内国株式）,20260911
488A,ｉシェアーズ　円高フォーカス　ＥＴＦ,ETF・ETN,20260911
4890,坪田ラボ,グロース（内国株式）,20260911
4891,ティムス,グロース（内国株式）,20260911
4892,サイフューズ,グロース（内国株式）,20260911
4893,ノイルイミューン・バイオテック,グロース（内国株式）,20260911
4894,クオリプス,グロース（内国株式）,20260911
4896,ケイファーマ,グロース（内国株式）,20260911
489A,東証ＲＥＩＴ物流フォーカスＥＴＦ,ETF・ETN,20260911
4901,富士フイルムホールディングス,プライム（内国株式）,20260911
4902,コニカミノルタ,プライム（内国株式）,20260911
490A,センス・トラスト,PRO Market,20260911
4911,資生堂,プライム（内国株式）,20260911
4912,ライオン,プライム（内国株式）,20260911
4914,高砂香料工業,プライム（内国株式）,20260911
4918,アイビー化粧品,スタンダード（内国株式）,20260911
4919,ミルボン,プライム（内国株式）,20260911
491A,ｉシェアーズ　Ｓ＆Ｐ　５００　除く金融　ＥＴＦ（為替ヘッジあり）,ETF・ETN,20260911
4920,日本色材工業研究所,スタンダード（内国株式）,20260911
4922,コーセーホールディングス,プライム（内国株式）,20260911
4923,コタ,プライム（内国株式）,20260911
4925,ハーバー研究所,スタンダード（内国株式）,20260911
4926,シーボン,スタンダード（内国株式）,20260911
4927,ポーラ・オルビスホールディングス,プライム（内国株式）,20260911
4928,ノエビアホールディングス,プライム（内国株式）,20260911
4929,アジュバンホールディングス,スタンダード（内国株式）,20260911
492A,Ｏｎｅ　ＥＴＦ　日本国債　高クーポン（平均残存１０年未満）,ETF・ETN,20260911
4931,新日本製薬,プライム（内国株式）,20260911
4932,アルマード,スタンダード（内国株式）,20260911
4933,Ｉ－ｎｅ,プライム（内国株式）,20260911
4934,プレミアアンチエイジング,グロース（内国株式）,20260911
4935,リベルタ,スタンダード（内国株式）,20260911
4936,アクシージア,スタンダード（内国株式）,20260911
4937,Ｗａｑｏｏ,グロース（内国株式）,20260911
493A,Ｏｎｅ　ＥＴＦ　日本国債　１－３年,ETF・ETN,20260911
494A,Ｏｎｅ　ＥＴＦ　日本国債　３－７年,ETF・ETN,20260911
4951,エステー,プライム（内国株式）,20260911
4956,コニシ,プライム（内国株式）,20260911
4958,長谷川香料,プライム（内国株式）,20260911
495A,Ｏｎｅ　ＥＴＦ　日本国債　７－１０年,ETF・ETN,20260911
4960,ケミプロ化成,スタンダード（内国株式）,20260911
4966,上村工業,スタンダード（内国株式）,20260911
4967,小林製薬,プライム（内国株式）,20260911
4968,荒川化学工業,プライム（内国株式）,20260911
496A,Ｏｎｅ　ＥＴＦ　日本国債　１７－２０年,ETF・ETN,20260911
4970,東洋合成工業,スタンダード（内国株式）,20260911
4971,メック,プライム（内国株式）,20260911
4972,綜研化学,スタンダード（内国株式）,20260911
4973,日本高純度化学,プライム（内国株式）,20260911
4975,ＪＣＵ,プライム（内国株式）,20260911
4976,東洋ドライルーブ,スタンダード（内国株式）,20260911
4977,新田ゼラチン,スタンダード（内国株式）,20260911
4978,リプロセル,グロース（内国株式）,20260911
4979,ＯＡＴアグリオ,スタンダード（内国株式）,20260911
497A,インバウンド消費関連　日本株（ネットリターン）ＥＴＮ,ETF・ETN,20260911
4980,デクセリアルズ,プライム（内国株式）,20260911
4985,アース製薬,プライム（内国株式）,20260911
498A,防衛・航空宇宙　欧州株（ネットリターン）ＥＴＮ,ETF・ETN,20260911
4990,昭和化学工業,スタンダード（内国株式）,20260911
4992,北興化学工業,スタンダード（内国株式）,20260911
4994,大成ラミックグループ,スタンダード（内国株式）,20260911
4996,クミアイ化学工業,プライム（内国株式）,20260911
4997,日本農薬,プライム（内国株式）,20260911
4998,フマキラー,スタンダード（内国株式）,20260911
499A,ラグジュアリー厳選１０　欧州株（ネットリターン）ＥＴＮ,ETF・ETN,20260911
500A,ＴＯブックス,スタンダード（内国株式）,20260911
5010,日本精蝋,スタンダード（内国株式）,20260911
5011,ニチレキグループ,プライム（内国株式）,20260911
5013,ユシロ,スタンダード（内国株式）,20260911
5015,ビーピー・カストロール,スタンダード（内国株式）,20260911
5016,ＪＸ金属,プライム（内国株式）,20260911
5018,ＭＯＲＥＳＣＯ,スタンダード（内国株式）,20260911
5019,出光興産,プライム（内国株式）,20260911
501A,プレシャスパートナーズ,PRO Market,20260911
5020,ＥＮＥＯＳホールディングス,プライム（内国株式）,20260911
5021,コスモエネルギーホールディングス,プライム（内国株式）,20260911
5025,マーキュリー,グロース（内国株式）,20260911
5026,トリプルアイズ,グロース（内国株式）,20260911
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,グロース（内国株式）,20260911
5028,セカンドサイトアナリティカ,グロース（内国株式）,20260911
5029,サークレイス,グロース（内国株式）,20260911
502A,グローバルＸ　超短期円建て債券　ＥＴＦ,ETF・ETN,20260911
5031,モイ,グロース（内国株式）,20260911
5032,ＡＮＹＣＯＬＯＲ,プライム（内国株式）,20260911
5033,ヌーラボ,グロース（内国株式）,20260911
5034,ｕｎｅｒｒｙ,グロース（内国株式）,20260911
5035,ＨＯＵＳＥＩ,グロース（内国株式）,20260911
5036,日本ビジネスシステムズ,プライム（内国株式）,20260911
5037,フィットワークス,PRO Market,20260911
5038,ｅＷｅＬＬ,グロース（内国株式）,20260911
503A,ベルチャイルド,PRO Market,20260911
504A,イノバセル,グロース（内国株式）,20260911
505A,ギークリー,スタンダード（内国株式）,20260911
506A,シンカナース,PRO Market,20260911
5071,ヴィス,スタンダード（内国株式）,20260911
5072,アートフォースジャパン,PRO Market,20260911
5074,テスホールディングス,プライム（内国株式）,20260911
5076,インフロニア・ホールディングス,プライム（内国株式）,20260911
5077,ハンズ,PRO Market,20260911
5078,セレコーポレーション,スタンダード（内国株式）,20260911
5079,ノバック,スタンダード（内国株式）,20260911
507A,デジタル・ナレッジ,PRO Market,20260911
509A,グリーンライト・再エネインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,20260911
5101,横浜ゴム,プライム（内国株式）,20260911
5105,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,20260911
5108,ブリヂストン,プライム（内国株式）,20260911
510A,ハートアップ,PRO Market,20260911
5110,住友ゴム工業,プライム（内国株式）,20260911
511A,ヴァンガードスミス,PRO Market,20260911
5121,藤倉コンポジット,プライム（内国株式）,20260911
5122,オカモト,プライム（内国株式）,20260911
5125,ファインズ,グロース（内国株式）,20260911
5126,ポーターズ,グロース（内国株式）,20260911
5129,ＦＩＸＥＲ,グロース（内国株式）,20260911
512A,グローバルＸ　ステーブルコイン＆トークンビジネス　ＥＴＦ（除く日本）,ETF・ETN,20260911
5130,ヒロホールディングス,PRO Market,20260911
5131,リンカーズ,グロース（内国株式）,20260911
5132,ｐｌｕｓｚｅｒｏ,グロース（内国株式）,20260911
5133,テリロジーホールディングス,スタンダード（内国株式）,20260911
5134,ＰＯＰＥＲ,グロース（内国株式）,20260911
5135,ＡＩＲ－Ｕ,PRO Market,20260911
5136,ｔｒｉｐｌａ,グロース（内国株式）,20260911
5137,スマートドライブ,グロース（内国株式）,20260911
5138,Ｒｅｂａｓｅ,グロース（内国株式）,20260911
5139,オープンワーク,グロース（内国株式）,20260911
513A,グローバルＸ　防衛テック－日本株式　ＥＴＦ,ETF・ETN,20260911
5142,アキレス,プライム（内国株式）,20260911
514A,孫の手,PRO Market,20260911
515A,ｉシェアーズ　高格付け日本円社債　ＥＴＦ,ETF・ETN,20260911
5161,西川ゴム工業,スタンダード（内国株式）,20260911
5162,朝日ラバー,スタンダード（内国株式）,20260911
516A,ｉＦｒｅｅＥＴＦ　米ドル・ブル（１倍）,ETF・ETN,20260911
517A,ｉＦｒｅｅＥＴＦ　米ドル・ベア（１倍）,ETF・ETN,20260911
5184,ニチリン,スタンダード（内国株式）,20260911
5185,フコク,プライム（内国株式）,20260911
5186,ニッタ,プライム（内国株式）,20260911
5187,クリエートメディック,スタンダード（内国株式）,20260911
5189,櫻護謨,スタンダード（内国株式）,20260911
518A,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥ日本株高配当キャッシュフロー５０指数連動型上場投信,ETF・ETN,20260911
5192,三ツ星ベルト,プライム（内国株式）,20260911
5194,相模ゴム工業,スタンダード（内国株式）,20260911
5195,バンドー化学,プライム（内国株式）,20260911
5199,不二ラテックス,スタンダード（内国株式）,20260911
519A,ベーシック,グロース（内国株式）,20260911
5201,ＡＧＣ,プライム（内国株式）,20260911
5202,日本板硝子,プライム（内国株式）,20260911
5204,石塚硝子,スタンダード（内国株式）,20260911
5208,有沢製作所,プライム（内国株式）,20260911
520A,ジェイファーマ,グロース（内国株式）,20260911
5210,日本山村硝子,スタンダード（内国株式）,20260911
5214,日本電気硝子,プライム（内国株式）,20260911
5216,倉元製作所,スタンダード（内国株式）,20260911
5218,オハラ,スタンダード（内国株式）,20260911
521A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋ゴールド,ETF・ETN,20260911
522A,ＣＯＥＬ,PRO Market,20260911
5232,住友大阪セメント,プライム（内国株式）,20260911
5233,太平洋セメント,プライム（内国株式）,20260911
5237,ノザワ,スタンダード（内国株式）,20260911
523A,セイワホールディングス,グロース（内国株式）,20260911
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,グロース（内国株式）,20260911
5242,アイズ,グロース（内国株式）,20260911
5243,ｎｏｔｅ,グロース（内国株式）,20260911
5244,ｊｉｇ．ｊｐ,グロース（内国株式）,20260911
5246,ＥＬＥＭＥＮＴＳ,グロース（内国株式）,20260911
5247,ＢＴＭ,グロース（内国株式）,20260911
5248,テクノロジーズ,グロース（内国株式）,20260911
5249,あさかわシステムズ,PRO Market,20260911
524A,田村ビルズグループ,PRO Market,20260911
5250,ＧＭＯプライム・ストラテジー,スタンダード（内国株式）,20260911
5251,ウイズ・ワン,PRO Market,20260911
5252,日本ナレッジ,グロース（内国株式）,20260911
5253,カバー,グロース（内国株式）,20260911
5254,Ａｒｅｎｔ,グロース（内国株式）,20260911
5255,モンスターラボ,グロース（内国株式）,20260911
5256,Ｆｕｓｉｃ,グロース（内国株式）,20260911
5257,ノバシステム,スタンダード（内国株式）,20260911
5258,トランザクション・メディア・ネットワークス,グロース（内国株式）,20260911
525A,ｍａｎｅｂｉ,PRO Market,20260911
5261,リソルホールディングス,プライム（内国株式）,20260911
5262,日本ヒューム,プライム（内国株式）,20260911
5268,旭コンクリート工業,スタンダード（内国株式）,20260911
5269,日本コンクリート工業,プライム（内国株式）,20260911
526A,ＪＰＸスタートアップ急成長１００ＥＴＦ,ETF・ETN,20260911
5271,トーヨーアサノ,スタンダード（内国株式）,20260911
5273,三谷セキサン,スタンダード（内国株式）,20260911
5279,日本興業,スタンダード（内国株式）,20260911
527A,ＮＯＳＥ　ＳＨＯＰ,PRO Market,20260911
5280,ヨシコン,スタンダード（内国株式）,20260911
5282,ジオスター,スタンダード（内国株式）,20260911
5283,高見澤,スタンダード（内国株式）,20260911
5284,ヤマウホールディングス,スタンダード（内国株式）,20260911
5285,ヤマックス,スタンダード（内国株式）,20260911
5287,イトーヨーギョー,スタンダード（内国株式）,20260911
5288,アジアパイルホールディングス,プライム（内国株式）,20260911
528A,フリースタイル,PRO Market,20260911
5290,ベルテクスコーポレーション,スタンダード（内国株式）,20260911
5301,東海カーボン,プライム（内国株式）,20260911
5302,日本カーボン,プライム（内国株式）,20260911
5304,ＳＥＣカーボン,スタンダード（内国株式）,20260911
530A,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数（２・５・８・１１月決算型）,ETF・ETN,20260911
5310,東洋炭素,プライム（内国株式）,20260911
