date,sec_code,company_name,price,market_cap,ncav,ncav_ratio,cash_and_equivalents,net_cash,net_cash_ratio,operating_income,operating_cf,equity_ratio,rank
2026-08-17,7531,清和中央ホールディングス株式会社,1296.0,5098193136.0,7540809000,1.4791140309596933,,,,,,62.970000000000006,115
2026-08-17,2498,株式会社オリエンタルコンサルタンツホールディングス,3190.0,37958894600.0,55924104000,1.4732806260380409,,,,,,68.38,116
2026-08-17,4069,株式会社ＢｌｕｅＭｅｍｅ,694.0,2317381898.0,3411665000,1.4722066323830412,,,,,,73.21,117
2026-08-17,8119,株式会社三栄コーポレーション,778.0,7395170080.0,10845279000,1.4665354390334726,,,,,,89.13,118
2026-08-17,7955,クリナップ株式会社,971.0,34242056714.0,50099000000,1.4630838450634545,,,,,,135.1439,119
2026-08-17,4772,株式会社ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,73.0,8460327773.0,12327385000,1.4570812539132578,,,,,,62.52,120
2026-08-17,6664,株式会社オプトエレクトロニクス,244.0,3660000000.0,5313530000,1.4517841530054645,,,,,,59.24,121
2026-08-17,2138,クルーズ株式会社,459.0,4391583480.0,6352439000,1.446503073192178,,,,,,94.7,122
2026-08-17,8572,アコム株式会社,479.7999877929688,751661333934.6951,1081118000000,1.438304660877938,,,,,,46.74,123
2026-08-17,6150,タケダ機械株式会社,2809.0,2582294037.0,3708609000,1.4361683630375823,,,,,,99.02,124
2026-08-17,7689,株式会社コパ・コーポレーション,303.0,897751428.0,1262950000,1.4067925269844297,,,,,,82.14,125
2026-08-17,9972,アルテック株式会社,276.0,3800351364.0,5243348000,1.3797008481029494,,,,,,79.52,126
2026-08-17,6635,株式会社大日光・エンジニアリング,668.0,4429920156.0,6065534000,1.3692197119590703,,,,,,35.510000000000005,127
2026-08-17,8995,株式会社誠建設工業,1980.0,3983217480.0,5444105000,1.3667606720785932,,,,,,64.97,128
2026-08-17,7991,マミヤ・オーピー株式会社,1080.0,11154018600.0,15217682000,1.3643228100767195,,,,,,95.52,129
2026-08-17,3054,株式会社ハイパー,241.0,2327286872.0,3119862000,1.3405575554675324,,,,,,48.46,130
2026-08-17,3297,株式会社東武住販,1184.0,3209215424.0,4290372000,1.3368912438581124,,,,,,84.7,131
2026-08-17,3192,株式会社白鳩,299.0,1990132638.0,2645040000,1.329077243142022,,,,,,94.6,132
2026-08-17,3315,日本コークス工業株式会社,102.0,29684329578.0,39304000000,1.324065611679822,,,,,,34.4539,133
2026-08-17,7607,株式会社進和,3115.0,41786351285.0,55083958000,1.3182284718831967,,,,,,70.00999999999999,134
2026-08-17,5962,浅香工業株式会社,2000.0,1921172000.0,2530391000,1.317107994495027,,,,,,93.04,135
2026-08-17,6558,クックビズ株式会社,678.0,1890255186.0,2483948000,1.3140807751234491,,,,,,42.24,136
2026-08-17,3266,株式会社ファンドクリエーショングループ,80.0,3010581600.0,3951000000,1.312371004991195,,,,,,55.46,137
2026-08-17,1887,日本国土開発株式会社,549.0,43780693446.0,56982000000,1.3015326052403158,,,,,,58.99,138
2026-08-17,8023,ＤＡＩＫＯ　ＸＴＥＣＨ株式会社,1013.0,12834753559.0,16681362000,1.299702555512075,,,,,,30.012,139
2026-08-17,8013,株式会社ナイガイ,352.0,2750519552.0,3540000000,1.2870295713498714,,,,,,73.83,140
2026-08-17,2193,クックパッド株式会社,133.0,9560651401.0,12294358000,1.2859330901568138,6245262000.0,5135737000.0,0.5371743811789671,,,92.29,141
2026-08-17,7347,株式会社マーキュリアホールディングス,791.0,15304365293.0,19580233000,1.279388764260333,,,,,,85.5,142
2026-08-17,6054,株式会社リブセンス,117.0,3224868660.0,4125723000,1.2793460556002922,,,,,,90.76,143
2026-08-17,1972,三晃金属工業株式会社,1312.0,25292125920.0,32297000000,1.2769586907070087,,,,,,83.43,144
2026-08-17,7827,株式会社オービス,1730.0,3082287370.0,3918771000,1.271384050086154,,,,,,82.6,145
2026-08-17,7565,萬世電機株式会社,8000.0,12989552000.0,16454803000,1.2667721719732905,,,,,,101.5004,146
2026-08-17,8595,ジャフコ　グループ株式会社,2297.0,120959050666.0,152637000000,1.2618898640455705,,,,,,87.36,147
2026-08-17,2993,株式会社長栄,2254.0,9780259272.0,12335642000,1.261279650869362,,,,,,96.43,148
2026-08-17,8065,佐藤商事株式会社,4000.0,82836164000.0,104470000000,1.261164145650202,,,,,,53.64,149
2026-08-17,9903,株式会社カンセキ,909.0,6777574902.0,8535464000,1.2593684501341715,,,,,,68.78999999999999,150
2026-08-17,9625,株式会社セレスポ,939.0,5147383908.0,6474002000,1.2577266657608706,,,,,,801.3522,151
2026-08-17,9425,ＲｅＹｕｕ　Ｊａｐａｎ株式会社,204.0,1390215120.0,1739712000,1.2513976973578018,,,,,,62.06,152
2026-08-17,7874,レック株式会社,957.0,32021361636.0,39918000000,1.246605327211389,,,,,,66.63,153
2026-08-17,3495,香陵住販株式会社,2345.0,6477394175.0,7991896000,1.233813441653024,,,,,,48.03,154
2026-08-17,1491,中外鉱業株式会社,715.0,10274318340.0,12653431000,1.231559173199611,,,,,,64.64999999999999,155
2026-08-17,2429,株式会社ワールドホールディングス,2766.0,49511209146.0,60937000000,1.2307717999838643,,,,,,37.17,156
2026-08-17,6069,トレンダーズ株式会社,683.0,5299763088.0,6507801000,1.2279418705970655,,,,,,69.27,157
2026-08-17,4073,株式会社ジィ・シィ企画,507.0,1286686401.0,1577388000,1.2259304200107108,,,,,,72.22,158
2026-08-17,5632,三菱製鋼株式会社,2458.0,37167796532.0,45544000000,1.2253618521826664,,,,,,58.98,159
2026-08-17,7624,株式会社ＮａＩＴＯ,149.0,8159423270.0,9996000000,1.225086586297416,,,,,,90.5,160
2026-08-17,3131,シンデン・ハイテックス株式会社,6930.0,13063874670.0,15949656000,1.220897811935301,,,,,,44.940000000000005,161
2026-08-17,3981,株式会社ビーグリー,1199.0,6700356113.0,8067059000,1.2039746640254432,,,,,,93.51,162
2026-08-17,9229,株式会社サンウェルズ,112.0,3632440896.0,4365000000,1.2016713072487113,,,,,,86.45,163
2026-08-17,8871,株式会社ゴールドクレスト,3305.0,109841863385.0,131889000000,1.200717066659038,,,,,,86.29,164
2026-08-17,7885,タカノ株式会社,1152.0,17535260160.0,20988521000,1.1969323984070277,,,,,,33.6695,165
2026-08-17,7919,野崎印刷紙業株式会社,223.0,3599796455.0,4305866000,1.1961415190626383,,,,,,96.47,166
2026-08-17,5019,出光興産株式会社,1330.0,1594154458750.0,1900106000000,1.1919208892028574,,,,,,47.48,167
2026-08-17,9867,ソレキア株式会社,10550.0,9113691350.0,10718763000,1.1761165249468315,,,,,,55.71,168
2026-08-17,4839,株式会社ＷＯＷＯＷ,1010.0,28620936610.0,33573000000,1.173022408647164,,,,,,95.22,169
2026-08-17,3864,三菱製紙株式会社,1151.0,50423214029.0,59132000000,1.1727138211775097,,,,,,83.67,170
2026-08-17,7115,株式会社アルファパーチェス,1490.0,14629547120.0,17114435000,1.1698540535545985,,,,,,31.3594,171
2026-08-17,1820,西松建設株式会社,5527.0,218230444610.0,254022000000,1.164008076205697,,,,,,60.31,172
2026-08-17,4631,ＤＩＣ株式会社,5567.0,527267849968.0,612550000000,1.161743504818615,,,,,,78.22,173
2026-08-17,8202,ラオックスホールディングス株式会社,148.0,13529591236.0,15655000000,1.1570933464970206,,,,,,72.08,174
2026-08-17,4376,株式会社くふうカンパニーホールディングス,167.0,10072805567.0,11573000000,1.14893511276688,,,,,,75.46000000000001,175
2026-08-17,8908,株式会社毎日コムネット,875.0,14982455250.0,17156570000,1.145110712077715,,,,,,59.4,176
2026-08-17,5820,株式会社三ッ星,825.0,3403582050.0,3896688000,1.1448785258460277,,,,,,86.91,177
2026-08-17,1893,五洋建設株式会社,1464.5,395897753386.5,452030000000,1.1417847061099642,,,,,,31.07,178
2026-08-17,2440,株式会社ぐるなび,128.0,7215889664.0,8213422000,1.1382410738590805,,,,,,58.38,179
2026-08-17,1382,株式会社ホーブ,899.0,684696380.0,778050000,1.1363430897648386,,,,,,80.74,180
2026-08-17,7037,株式会社テノ．ホールディングス,835.0,3814760960.0,4331000000,1.135326707338433,,,,,,36.34,181
2026-08-17,4361,川口化学工業株式会社,1516.0,1845519276.0,2095216000,1.135298897847979,,,,,,49.18,182
2026-08-17,8804,東京建物株式会社,3360.0,695987201280.0,786865000000,1.13057395100494,,,,,,72.94,183
2026-08-17,8173,株式会社Ｊｏｓｈｉｎ,4080.0,105589078080.0,119165000000,1.1285731646384312,,,,,,70.53,184
2026-08-17,9997,株式会社ベルーナ,1027.0,98771314200.0,110853000000,1.1223197838143173,,,,,,82.85,185
2026-08-17,4429,リックソフト株式会社,725.0,3262597150.0,3660852000,1.1220668172287225,,,,,,45.28,186
2026-08-17,3359,株式会社ｃｏｔｔａ,522.0,5538863178.0,6211954000,1.121521474780867,,,,,,71.73,187
2026-08-17,2735,株式会社ワッツ,684.0,9079658136.0,10164370000,1.1194661569579607,,,,,,61.5,188
2026-08-17,3895,ハビックス株式会社,503.0,3941338992.0,4401238000,1.1166859813209389,,,,,,87.85,189
2026-08-17,4629,大伸化学株式会社,2130.0,9745127010.0,10882051000,1.116665897615633,,,,,,84.3,190
2026-08-17,1333,Ｕｍｉｏｓ株式会社,1282.5,193892580967.5,216289000000,1.1155094172285738,,,,,,56.59,191
2026-08-17,2491,バリューコマース株式会社,465.0,10079492985.0,11224000000,1.113548073965945,,,,,,80.96,192
2026-08-17,6276,シリウスビジョン株式会社,382.0,1780191816.0,1976949000,1.110525833357724,,,,,,85.50999999999999,193
2026-08-17,7434,株式会社オータケ,1823.0,7150524262.0,7934569000,1.1096485669123095,,,,,,89.32,194
2026-08-17,7505,扶桑電通株式会社,2096.0,24457196960.0,27112253000,1.1085592941964024,,,,,,96.79,195
2026-08-17,3416,ピクスタ株式会社,879.0,1524205338.0,1689080000,1.1081708992151555,,,,,,54.44,196
2026-08-17,9258,株式会社ＣＳ－Ｃ,310.0,2065300290.0,2286353000,1.10703175275301,,,,,,96.8,197
2026-08-17,8076,株式会社カノークス,2110.0,20688746230.0,22843062000,1.1041298368712216,,,,,,45.540000000000006,198
2026-08-17,6158,株式会社和井田製作所,998.0,6509306298.0,7179626000,1.1029786695098305,,,,,,1228.971,199
2026-08-17,3267,株式会社フィル・カンパニー,665.0,3572497040.0,3934143000,1.10123058352485,,,,,,38.32,200
2026-08-17,5078,株式会社セレコーポレーション,4770.0,16166484000.0,17756580000,1.0983575649473318,,,,,,93.0,201
2026-08-17,2445,株式会社タカミヤ,418.0,19163375110.0,20928000000,1.0920831993253195,,,,,,82.0,202
2026-08-17,4028,石原産業株式会社,3115.0,119200997895.0,129841000000,1.089261015368113,,,,,,68.19,203
2026-08-17,9337,株式会社トリドリ,1402.0,4630491952.0,5030236000,1.086328634655621,,,,,,36.89,204
2026-08-17,7128,ユニソルホールディングス株式会社,2956.0,71079334548.0,77132000000,1.0851536595058109,,,,,,89.51,205
2026-08-17,2999,ホームポジション株式会社,634.0,5956683600.0,6454628000,1.0835942335429736,,,,,,41.78,206
2026-08-17,3670,協立情報通信株式会社,1749.0,2094959196.0,2269232000,1.083186729523299,,,,,,91.59,207
2026-08-17,4174,株式会社アピリッツ,798.0,3229156476.0,3496628000,1.0828301527002249,,,,,,67.56,208
2026-08-17,6742,株式会社京三製作所,1078.0,66536717016.0,71750000000,1.0783519719307215,,,,,,51.18000000000001,209
2026-08-17,8166,株式会社タカキュー,78.0,3249860952.0,3501173000,1.077330092490677,,,,,,30.680000000000003,210
2026-08-17,4351,株式会社山田再生系債権回収総合事務所,827.0,3522661082.0,3782515000,1.073766369216668,,,,,,65.4,211
2026-08-17,8101,株式会社ＧＳＩクレオス,2737.0,33216327795.0,35600000000,1.0717620629140951,,,,,,52.72,212
2026-08-17,1964,中外炉工業株式会社,4180.0,29182682540.0,31067000000,1.064569713816309,,,,,,81.22,213
2026-08-17,8086,ニプロ株式会社,1583.0,258180622906.0,274556000000,1.063426049986571,,,,,,102.7806,214
