sec_code,name,market,sector,alert_section,is_supervised,price,price_date,last_quote,traded_days_20,avg_turnover_20,avg_turnover_20_m,days_since_trade,window_days,as_of
3028,アルペン,プレミア市場,小売業,,False,,,2304.0,0,0,0.0,,12,2026-09-04
2986,ＬＡＨＤ,プレミア市場,不動産業,,False,,,2829.0,0,0,0.0,,12,2026-09-04
2983,アールプランナー,メイン市場,不動産業,,False,,,1816.0,0,0,0.0,,12,2026-09-04
2806,ユタカフーズ,メイン市場,食料品,,False,,,1934.0,0,0,0.0,,12,2026-09-04
9249,日本エコシステム,メイン市場,サービス業,,False,,,1676.0,0,0,0.0,,12,2026-09-04
5271,トーヨーアサノ,メイン市場,ガラス・土石製品,,False,,,2261.0,0,0,0.0,,12,2026-09-04
523A,セイワＨＤ,ネクスト市場,金属製品,,False,,,1724.0,0,0,0.0,,12,2026-09-04
5204,石塚硝,プレミア市場,ガラス・土石製品,,False,,,3055.0,0,0,0.0,,12,2026-09-04
5984,兼房,メイン市場,金属製品,,False,,,791.0,0,0,0.0,,12,2026-09-04
5952,アマテイ,メイン市場,金属製品,,False,,,190.0,0,0,0.0,,12,2026-09-04
5947,リンナイ,プレミア市場,金属製品,,False,,,3582.0,0,0,0.0,,12,2026-09-04
5918,滝上工,メイン市場,金属製品,,False,,,8010.0,0,0,0.0,,12,2026-09-04
5589,オートサーバー,メイン市場,情報・通信業,,False,,,2989.0,0,0,0.0,,12,2026-09-04
550A,ソフトテックス,メイン市場,情報・通信業,,False,,,2210.0,0,0,0.0,,12,2026-09-04
5482,愛知鋼,プレミア市場,鉄 鋼,,False,,,3270.0,0,0,0.0,,12,2026-09-04
5471,大同特鋼,プレミア市場,鉄 鋼,,False,,,2269.5,0,0,0.0,,12,2026-09-04
546A,ＭＩＲＡＩＮＩ,プレミア市場,卸売業,,False,,,2459.0,0,0,0.0,,12,2026-09-04
5461,中部鋼鈑,プレミア市場,鉄 鋼,,False,,,2137.0,0,0,0.0,,12,2026-09-04
5406,神戸鋼,プレミア市場,鉄 鋼,,False,,,2029.5,0,0,0.0,,12,2026-09-04
6339,新東工,プレミア市場,機 械,,False,,,1198.0,0,0,0.0,,12,2026-09-04
3922,ＰＲＴＩＭＥＳ,プレミア市場,情報・通信業,,False,,,2150.0,0,0,0.0,,12,2026-09-04
1766,東建コーポ,プレミア市場,建設業,,False,,,13760.0,0,0,0.0,,12,2026-09-04
6203,豊和工,プレミア市場,機 械,,False,,,1512.0,0,0,0.0,,12,2026-09-04
6136,ＯＳＧ,プレミア市場,機 械,,False,,,3600.0,0,0,0.0,,12,2026-09-04
6134,ＦＵＪＩ,プレミア市場,機 械,,False,,,6886.0,0,0,0.0,,12,2026-09-04
6103,オークマ,プレミア市場,機 械,,False,,,4630.0,0,0,0.0,,12,2026-09-04
6074,ＪＳＳ,メイン市場,サービス業,,False,,,517.0,0,0,0.0,,12,2026-09-04
6055,Ｊマテリアル,プレミア市場,サービス業,,False,,,2148.0,0,0,0.0,,12,2026-09-04
6036,ＫｅｅＰｅｒ技研,プレミア市場,サービス業,,False,,,3535.0,0,0,0.0,,12,2026-09-04
5994,ファインシンター,メイン市場,金属製品,,False,,,1032.0,0,0,0.0,,12,2026-09-04
5992,中央発条,プレミア市場,金属製品,,False,,,3690.0,0,0,0.0,,12,2026-09-04
6547,グリーンズ,プレミア市場,サービス業,,False,,,2197.0,0,0,0.0,,12,2026-09-04
6508,明電舎,プレミア市場,電気機器,,False,,,10800.0,0,0,0.0,,12,2026-09-04
6504,富士電機,プレミア市場,電気機器,,False,,,13110.0,0,0,0.0,,12,2026-09-04
6501,日立,プレミア市場,電気機器,,False,,,5377.0,0,0,0.0,,12,2026-09-04
6473,ジェイテクト,プレミア市場,機 械,,False,,,2188.5,0,0,0.0,,12,2026-09-04
6325,タカキタ,プレミア市場,機 械,,False,,,414.0,0,0,0.0,,12,2026-09-04
5020,ＥＮＥＯＳ,プレミア市場,石油・石炭製品,,False,,,1345.5,0,0,0.0,,12,2026-09-04
4920,日本色材,メイン市場,化 学,,False,,,1135.0,0,0,0.0,,12,2026-09-04
4732,ＵＳＳ,プレミア市場,サービス業,,False,,,1981.0,0,0,0.0,,12,2026-09-04
4707,キタック,メイン市場,サービス業,,False,,,340.0,0,0,0.0,,12,2026-09-04
4691,ワシントンホテル,メイン市場,サービス業,,False,,,2209.0,0,0,0.0,,12,2026-09-04
4681,リゾートトラ,プレミア市場,サービス業,,False,,,1807.0,0,0,0.0,,12,2026-09-04
4667,アイサンテクノロ,メイン市場,情報・通信業,,False,,,2970.0,0,0,0.0,,12,2026-09-04
4658,日本空調,プレミア市場,サービス業,,False,,,1586.0,0,0,0.0,,12,2026-09-04
4616,川上塗料,メイン市場,化 学,,False,,,2411.0,0,0,0.0,,12,2026-09-04
4463,日華化学,プレミア市場,化 学,,False,,,2026.0,0,0,0.0,,12,2026-09-04
4445,リビンＴ,メイン市場,情報・通信業,,False,,,1949.0,0,0,0.0,,12,2026-09-04
4439,東名,プレミア市場,情報・通信業,,False,,,800.0,0,0,0.0,,12,2026-09-04
4430,東海ソフト,プレミア市場,情報・通信業,,False,,,1777.0,0,0,0.0,,12,2026-09-04
5384,ＦＵＪＩＭＩ,プレミア市場,ガラス・土石製品,,False,,,3325.0,0,0,0.0,,12,2026-09-04
5344,ＭＡＲＵＷＡ,プレミア市場,ガラス・土石製品,,False,,,53510.0,0,0,0.0,,12,2026-09-04
5287,イトーヨーギョー,メイン市場,ガラス・土石製品,,False,,,882.0,0,0,0.0,,12,2026-09-04
2485,ティア,プレミア市場,サービス業,,False,,,450.0,0,0,0.0,,12,2026-09-04
2480,シスロケ,メイン市場,情報・通信業,,False,,,1752.0,0,0,0.0,,12,2026-09-04
2479,ジェイテック,メイン市場,サービス業,,False,,,265.0,0,0,0.0,,12,2026-09-04
246A,アスア,メイン市場,サービス業,,False,,,933.0,0,0,0.0,,12,2026-09-04
2435,シダー,メイン市場,サービス業,,False,,,209.0,0,0,0.0,,12,2026-09-04
2424,ブラス,プレミア市場,サービス業,,False,,,597.0,0,0,0.0,,12,2026-09-04
2376,サイネックス,メイン市場,サービス業,,False,,,781.0,0,0,0.0,,12,2026-09-04
3202,ダイトウボウ,プレミア市場,繊維製品,,False,,,131.0,0,0,0.0,,12,2026-09-04
3186,ネクステージ,プレミア市場,小売業,,False,,,3230.0,0,0,0.0,,12,2026-09-04
3184,ＩＣＤＡ,メイン市場,小売業,,False,,,4200.0,0,0,0.0,,12,2026-09-04
3138,富士山マガジン,メイン市場,小売業,,False,,,1132.0,0,0,0.0,,12,2026-09-04
3116,トヨタ紡織,プレミア市場,輸送用機器,,False,,,2291.0,0,0,0.0,,12,2026-09-04
5334,日特殊陶,プレミア市場,ガラス・土石製品,,False,,,7852.0,0,0,0.0,,12,2026-09-04
5333,ＮＧＫ,プレミア市場,ガラス・土石製品,,False,,,5244.0,0,0,0.0,,12,2026-09-04
5331,ノリタケ,プレミア市場,ガラス・土石製品,,False,,,3500.0,0,0,0.0,,12,2026-09-04
2722,ＩＫホールディングス,プレミア市場,小売業,,False,,,359.0,0,0,0.0,,12,2026-09-04
