sec_code,filer_name,current_assets,total_liabilities,total_assets,equity_value,equity_type,equity_ratio,doc_id,submit_date,doc_type,accounting_standard,consolidated,fiscal_period
4063,信越化学工業株式会社,990845000000,350627000000,990845000000,1105929000000,NetAssets,1.1161,S100YE9I,2026-06-19,120,J-GAAP,連結,2026-03-31
4206,アイカ工業株式会社,84603000000,28663000000,84603000000,139052000000,NetAssets,1.6436,S100YE8Y,2026-06-19,120,J-GAAP,連結,2026-03-31
3151,株式会社バイタルケーエスケー・ホールディングス,22216000000,15922000000,22216000000,54226000000,NetAssets,2.4409,S100YDSN,2026-06-19,120,J-GAAP,連結,2026-03-31
5011,ニチレキグループ株式会社,28901000000,16982000000,28901000000,39236000000,NetAssets,1.3576,S100YE06,2026-06-19,120,J-GAAP,連結,2026-03-31
7893,株式会社プロネクサス,12999254000,589154000,12999254000,22039493000,NetAssets,1.6954,S100YEYJ,2026-06-19,120,J-GAAP,連結,2026-03-31
2267,株式会社ヤクルト本社,79235000000,120012000000,79235000000,224471000000,NetAssets,2.833,S100YCBJ,2026-06-19,120,J-GAAP,連結,2026-03-31
3951,朝日印刷株式会社,21578000000,13198000000,21578000000,29251000000,NetAssets,1.3556,S100YEXW,2026-06-19,120,J-GAAP,連結,2026-03-31
6752,パナソニックホールディングス株式会社,165980000000,1690324000000,165980000000,1500231000000,NetAssets,9.0386,S100YETA,2026-06-19,120,J-GAAP,連結,2026-03-31
4591,株式会社リボミック,3147518000,142209000,3147518000,3043632000,NetAssets,0.967,S100YF0X,2026-06-19,120,J-GAAP,連結,2026-03-31
7595,株式会社アルゴグラフィックス,51423197000,17335190000,51423197000,52019549000,NetAssets,1.0116,S100YF23,2026-06-19,120,J-GAAP,連結,2026-03-31
9639,三協フロンテア株式会社,17972000000,2674000000,356000000,48138000000,NetAssets,135.2191,S100YF0N,2026-06-19,120,J-GAAP,連結,2026-03-31
6947,株式会社図研,22742207000,4456130000,22742207000,32698650000,NetAssets,1.4378,S100YD7O,2026-06-19,120,J-GAAP,連結,2026-03-31
6797,名古屋電機工業株式会社,18563434000,355488000,6014215000,21853118000,NetAssets,3.6336,S100YEDT,2026-06-19,120,J-GAAP,連結,2026-03-31
3648,ＡＧＳ株式会社,10117428000,282676000,1602580000,13428535000,NetAssets,8.3793,S100YEL6,2026-06-19,120,J-GAAP,連結,2026-03-31
5845,全保連株式会社,16677000000,15485000000,16677000000,7193000000,NetAssets,0.4313,S100YEH1,2026-06-19,120,J-GAAP,連結,2026-03-31
1965,株式会社テクノ菱和,50840000000,22473000000,50840000000,47564000000,NetAssets,0.9356,S100YF2U,2026-06-19,120,J-GAAP,連結,2026-03-31
7014,株式会社名村造船所,114860000000,40760000000,25838000000,81605000000,NetAssets,3.1583,S100YEFT,2026-06-19,120,J-GAAP,連結,2026-03-31
3834,株式会社朝日ネット,8924000000,27000000,2120000000,13091000000,NetAssets,6.175,S100YEHW,2026-06-19,120,J-GAAP,連結,2026-03-31
8078,阪和興業株式会社,745290000000,389038000000,745290000000,284719000000,NetAssets,0.382,S100YED6,2026-06-19,120,J-GAAP,連結,2026-03-31
7575,日本ライフライン株式会社,43697000000,14301000000,43697000000,58743000000,NetAssets,1.3443,S100YEH7,2026-06-19,120,J-GAAP,連結,2026-03-31
7561,株式会社ハークスレイ,1290000000,3441000000,1290000000,11251000000,NetAssets,8.7217,S100YF3L,2026-06-19,120,J-GAAP,連結,2026-03-31
3918,ＰＣＩホールディングス株式会社,3349011000,1078823000,3349011000,7911806000,NetAssets,2.3624,S100YECU,2026-06-19,120,J-GAAP,連結,2026-03-31
6658,シライ電子工業株式会社,5283000000,3526000000,5283000000,6307000000,NetAssets,1.1938,S100YEDB,2026-06-19,120,J-GAAP,連結,2026-03-31
5955,株式会社ワイズホールディングス,602505000,291036000,602505000,6776889000,NetAssets,11.2479,S100YDSY,2026-06-19,120,J-GAAP,連結,2026-03-31
6845,アズビル株式会社,167568000000,54721000000,167568000000,189742000000,NetAssets,1.1323,S100YEE5,2026-06-19,120,J-GAAP,連結,2026-03-31
8700,丸八証券株式会社,7524152000,2217814000,7524152000,7593640000,NetAssets,1.0092,S100YEDZ,2026-06-19,120,J-GAAP,連結,2026-03-31
8075,神鋼商事株式会社,235087000000,9063000000,235087000000,62254000000,NetAssets,0.2648,S100YEV4,2026-06-19,120,J-GAAP,連結,2026-03-31
7022,サノヤスホールディングス株式会社,2885000000,8773000000,2885000000,6527000000,NetAssets,2.2624,S100YDDF,2026-06-19,120,J-GAAP,連結,2026-03-31
3004,神栄株式会社,15748000000,14731000000,15748000000,8552000000,NetAssets,0.5431,S100YANZ,2026-06-19,120,J-GAAP,連結,2026-03-31
4507,塩野義製薬株式会社,522990000000,141913000000,522990000000,791825000000,NetAssets,1.514,S100YF57,2026-06-19,120,J-GAAP,連結,2026-03-31
9319,株式会社中央倉庫,11786160000,7189727000,11786160000,43732112000,NetAssets,3.7105,S100YF4M,2026-06-19,120,J-GAAP,連結,2026-03-31
7729,株式会社東京精密,140844000000,5438000000,140844000000,142373000000,NetAssets,1.0109,S100YEOP,2026-06-19,120,J-GAAP,連結,2026-03-31
7389,株式会社あいちフィナンシャルグループ,2865000000,186000000,2865000000,209272000000,NetAssets,73.0443,S100YE5H,2026-06-19,120,J-GAAP,連結,2026-03-31
6005,三浦工業株式会社,80513000000,12814000000,80513000000,180736000000,NetAssets,2.2448,S100YEGC,2026-06-19,120,J-GAAP,連結,2026-03-31
6033,株式会社エクストリーム,3700594000,1712223000,3700594000,4817490000,NetAssets,1.3018,S100YF6F,2026-06-19,120,J-GAAP,連結,2026-03-31
4345,株式会社シーティーエス,6671000000,2334000000,6671000000,12925000000,NetAssets,1.9375,S100YDWN,2026-06-19,120,J-GAAP,連結,2026-03-31
1871,ピーエス・コンストラクション株式会社,95005000000,13338000000,47248000000,49251000000,NetAssets,1.0424,S100YEO8,2026-06-19,120,J-GAAP,連結,2026-03-31
6763,帝国通信工業株式会社,12064715000,3032175000,12064715000,20445852000,NetAssets,1.6947,S100YDZX,2026-06-19,120,J-GAAP,連結,2026-03-31
9467,株式会社アルファポリス,16053100000,3134489000,16053100000,13708452000,NetAssets,0.8539,S100YET5,2026-06-19,120,J-GAAP,連結,2026-03-31
1833,株式会社奥村組,235743000000,171491000000,235743000000,169795000000,NetAssets,0.7203,S100Y95Z,2026-06-19,120,J-GAAP,連結,2026-03-31
9305,株式会社ヤマタネ,17651000000,33899000000,17651000000,52332000000,NetAssets,2.9648,S100YEYD,2026-06-19,120,J-GAAP,連結,2026-03-31
7981,タカラスタンダード株式会社,160894000000,174000000,160894000000,193601000000,NetAssets,1.2033,S100YE7H,2026-06-19,120,J-GAAP,連結,2026-03-31
3153,八洲電機株式会社,36153000000,1580000000,19336000000,24445000000,NetAssets,1.2642,S100YE8H,2026-06-19,120,J-GAAP,連結,2026-03-31
9763,丸建リース株式会社,19787000000,763000000,4776000000,13854000000,NetAssets,2.9008,S100YEAG,2026-06-19,120,J-GAAP,連結,2026-03-31
1820,西松建設株式会社,274022000000,20000000000,274022000000,165264000000,NetAssets,0.6031,S100YEDU,2026-06-19,120,J-GAAP,連結,2026-03-31
3371,株式会社ソフトクリエイトホールディングス,4691668000,605867000,4691668000,11035264000,NetAssets,2.3521,S100YF8C,2026-06-19,120,J-GAAP,連結,2026-03-31
8174,日本瓦斯株式会社,51983000000,47587000000,51983000000,48450000000,NetAssets,0.932,S100YEGP,2026-06-19,120,J-GAAP,連結,2026-03-31
3943,大石産業株式会社,12690000000,5044000000,12690000000,16504000000,NetAssets,1.3006,S100YE9U,2026-06-19,120,J-GAAP,連結,2026-03-31
2464,株式会社ＡｏｂａーＢＢＴ,1669077000,488180000,1669077000,3382508000,NetAssets,2.0266,S100YE51,2026-06-19,120,J-GAAP,連結,2026-03-31
7919,野崎印刷紙業株式会社,4324304000,18438000,4324304000,4171672000,NetAssets,0.9647,S100YEXP,2026-06-19,120,J-GAAP,連結,2026-03-31
4368,扶桑化学工業株式会社,53875353000,17801743000,53875353000,92025128000,NetAssets,1.7081,S100YEIS,2026-06-19,120,J-GAAP,連結,2026-03-31
6622,株式会社ダイヘン,102375000000,66880000000,102375000000,62015000000,NetAssets,0.6058,S100YEET,2026-06-19,120,J-GAAP,連結,2026-03-31
8439,東京センチュリー株式会社,1645451000000,16600000000,1645451000000,422053000000,NetAssets,0.2565,S100YDRI,2026-06-19,120,J-GAAP,連結,2026-03-31
8411,株式会社みずほフィナンシャルグループ,473977000000,869241000000,473977000000,6107420000000,NetAssets,12.8855,S100YF8Y,2026-06-19,120,J-GAAP,連結,2026-03-31
2109,ＤＭ三井製糖株式会社,37518000000,20713000000,37518000000,56843000000,NetAssets,1.5151,S100YCZI,2026-06-19,120,J-GAAP,連結,2026-03-31
6339,新東工業株式会社,46688000000,5131000000,5231000000,83967000000,NetAssets,16.0518,S100YE4V,2026-06-19,120,J-GAAP,連結,2026-03-31
8157,都築電気株式会社,56915000000,1449000000,713000000,42274000000,NetAssets,59.2903,S100YE5P,2026-06-19,120,J-GAAP,連結,2026-03-31
8283,株式会社ＰＡＬＴＡＣ,365735000000,209028000000,365735000000,287669000000,NetAssets,0.7866,S100YDG4,2026-06-19,120,J-GAAP,連結,2026-03-31
8046,丸藤シートパイル株式会社,31313000000,1183000000,914000000,29450000000,NetAssets,32.221,S100YF98,2026-06-19,120,J-GAAP,連結,2026-03-31
5541,大平洋金属株式会社,38067000000,1185000000,38067000000,46010000000,NetAssets,1.2087,S100YDBT,2026-06-19,120,J-GAAP,連結,2026-03-31
6737,ＥＩＺＯ株式会社,59003000000,18998000000,59003000000,102972000000,NetAssets,1.7452,S100YEV1,2026-06-19,120,J-GAAP,連結,2026-03-31
8424,芙蓉総合リース株式会社,1577342000000,132000000000,1577342000000,325072000000,NetAssets,0.2061,S100YF6A,2026-06-19,120,J-GAAP,連結,2026-03-31
8230,株式会社はせがわ,6500000000,1050000000,2000000,12494000000,NetAssets,6247.0,S100YDVL,2026-06-19,120,J-GAAP,連結,2026-03-31
6315,ＴＯＷＡ株式会社,25441283000,16145337000,25441283000,34999284000,NetAssets,1.3757,S100YERT,2026-06-19,120,J-GAAP,連結,2026-03-31
9888,株式会社ＵＥＸ,28922554000,25666066000,28922554000,15261995000,NetAssets,0.5277,S100YDU2,2026-06-19,120,J-GAAP,連結,2026-03-31
6381,アネスト岩田株式会社,21972000000,4952000000,21972000000,35061000000,NetAssets,1.5957,S100YF9W,2026-06-19,120,J-GAAP,連結,2026-03-31
4043,株式会社トクヤマ,189461000000,18000000000,189461000000,199780000000,NetAssets,1.0545,S100YDQ3,2026-06-19,120,J-GAAP,連結,2026-03-31
4272,日本化薬株式会社,122535000000,42937000000,122535000000,177345000000,NetAssets,1.4473,S100YD4R,2026-06-19,120,J-GAAP,連結,2026-03-31
2801,キッコーマン株式会社,151492000000,187231000000,151492000000,115569000000,NetAssets,0.7629,S100YE5V,2026-06-19,120,J-GAAP,連結,2026-03-31
9708,株式会社帝国ホテル,26248000000,7506000000,26248000000,43180000000,NetAssets,1.6451,S100YF3V,2026-06-19,120,J-GAAP,連結,2026-03-31
5844,株式会社京都フィナンシャルグループ,18502000000,193000000,18502000000,485695000000,NetAssets,26.2509,S100YEHZ,2026-06-19,120,J-GAAP,連結,2026-03-31
2733,株式会社あらた,168201000000,109397000000,168201000000,98670000000,NetAssets,0.5866,S100YEVF,2026-06-19,120,J-GAAP,連結,2026-03-31
3066,株式会社ＪＢイレブン,1604394000,1049668000,112001000,2086196000,NetAssets,18.6266,S100YDLB,2026-06-19,120,J-GAAP,連結,2026-03-31
7947,株式会社エフピコ,91578000000,18000000000,91578000000,120311000000,NetAssets,1.3138,S100YDYF,2026-06-19,120,J-GAAP,連結,2026-03-31
4318,株式会社クイック,14350872000,5196887000,14350872000,14730857000,NetAssets,1.0265,S100YF5Z,2026-06-19,120,J-GAAP,連結,2026-03-31
8065,佐藤商事株式会社,105553000000,1083000000,105553000000,56617000000,NetAssets,0.5364,S100YFE8,2026-06-19,120,J-GAAP,連結,2026-03-31
4526,理研ビタミン株式会社,42335000000,16689000000,42335000000,57843000000,NetAssets,1.3663,S100YFDJ,2026-06-19,120,J-GAAP,連結,2026-03-31
6565,ＡＢホテル株式会社,6738203000,4568778000,6738203000,12749068000,NetAssets,1.8921,S100YDVA,2026-06-19,120,J-GAAP,連結,2026-03-31
4310,株式会社ドリームインキュベータ,12784000000,73000000,143000000,13697000000,NetAssets,95.7832,S100YD1A,2026-06-19,120,J-GAAP,連結,2026-03-31
1885,東亜建設工業株式会社,232536000000,172308000000,232536000000,90770000000,NetAssets,0.3903,S100YCGY,2026-06-19,120,J-GAAP,連結,2026-03-31
1720,東急建設株式会社,193441000000,137989000000,193441000000,79784000000,NetAssets,0.4124,S100YFDZ,2026-06-19,120,J-GAAP,連結,2026-03-31
7350,株式会社おきなわフィナンシャルグループ,1769000000,179000000,1769000000,141790000000,NetAssets,80.1526,S100YFFH,2026-06-19,120,J-GAAP,連結,2026-03-31
9535,広島ガス株式会社,29994000000,339000000,139000000,47713000000,NetAssets,343.259,S100YEHM,2026-06-19,120,J-GAAP,連結,2026-03-31
8076,株式会社カノークス,67763614000,44920552000,67763614000,30862407000,NetAssets,0.4554,S100YAX9,2026-06-19,120,J-GAAP,連結,2026-03-31
9324,安田倉庫株式会社,20316000000,14967000000,20316000000,89643000000,NetAssets,4.4124,S100YEO5,2026-06-19,120,J-GAAP,連結,2026-03-31
8713,フィデアホールディングス株式会社,930000000,215000000,930000000,52336000000,NetAssets,56.2753,S100YEQ9,2026-06-19,120,J-GAAP,連結,2026-03-31
4527,ロート製薬株式会社,82108000000,45100000000,82108000000,159288000000,NetAssets,1.94,S100YE5N,2026-06-19,120,J-GAAP,連結,2026-03-31
6473,株式会社ジェイテクト,339283000000,272260000000,339283000000,448916000000,NetAssets,1.3231,S100YEL3,2026-06-19,120,J-GAAP,連結,2026-03-31
6504,富士電機株式会社,453331000000,44375000000,67840000000,473299000000,NetAssets,6.9767,S100YEEB,2026-06-19,120,J-GAAP,連結,2026-03-31
1893,五洋建設株式会社,461991000000,9961000000,461991000000,143561000000,NetAssets,0.3107,S100YF3Y,2026-06-19,120,J-GAAP,連結,2026-03-31
4886,あすか製薬ホールディングス株式会社,7580000000,907000000,7580000000,44650000000,NetAssets,5.8905,S100YEAY,2026-06-19,120,J-GAAP,連結,2026-03-31
6848,東亜ディーケーケー株式会社,16333000000,139000000,457000000,20681000000,NetAssets,45.2538,S100YFF9,2026-06-19,120,J-GAAP,連結,2026-03-31
8316,株式会社三井住友フィナンシャルグループ,1827704000000,3027653000000,1827704000000,6384907000000,NetAssets,3.4934,S100YERK,2026-06-19,120,J-GAAP,連結,2026-03-31
3635,株式会社コーエーテクモホールディングス,35437000000,1199000000,35437000000,109639000000,NetAssets,3.0939,S100YEES,2026-06-19,120,J-GAAP,連結,2026-03-31
7914,共同印刷株式会社,42315000000,26554000000,42315000000,54702000000,NetAssets,1.2927,S100YF86,2026-06-19,120,J-GAAP,連結,2026-03-31
5384,株式会社フジミインコーポレーテッド,37351000000,10340000000,37351000000,60905000000,NetAssets,1.6306,S100YE62,2026-06-19,120,J-GAAP,連結,2026-03-31
5953,昭和鉄工株式会社,9865000000,27000000,118000000,8695000000,NetAssets,73.6864,S100YE8F,2026-06-19,120,J-GAAP,連結,2026-03-31
6963,ローム株式会社,259011000000,278977000000,259011000000,444670000000,NetAssets,1.7168,S100YF41,2026-06-19,120,J-GAAP,連結,2026-03-31
4125,三和油化工業株式会社,6047485000,4828603000,6047485000,10132074000,NetAssets,1.6754,S100YEHE,2026-06-19,120,J-GAAP,連結,2026-03-31
9247,ＴＲＥホールディングス株式会社,1015000000,251000000,1015000000,56696000000,NetAssets,55.8581,S100YFHS,2026-06-19,120,J-GAAP,連結,2026-03-31
1662,石油資源開発株式会社,155292000000,19988000000,155292000000,450954000000,NetAssets,2.9039,S100YERU,2026-06-19,120,J-GAAP,連結,2026-03-31
1939,株式会社四電工,41943000000,23683000000,41943000000,54534000000,NetAssets,1.3002,S100YCY4,2026-06-19,120,J-GAAP,連結,2026-03-31
1898,世紀東急工業株式会社,49085000000,38819000000,49085000000,36082000000,NetAssets,0.7351,S100YEPV,2026-06-19,120,J-GAAP,連結,2026-03-31
3835,ｅＢＡＳＥ株式会社,4033594000,195927000,156087000,4849616000,NetAssets,31.07,S100YEPQ,2026-06-19,120,J-GAAP,連結,2026-03-31
3137,株式会社ファンデリー,1155551000,507061000,1155551000,221995000,NetAssets,0.1921,S100YEF7,2026-06-19,120,J-GAAP,連結,2026-03-31
6240,ヤマシンフィルタ株式会社,8450151000,2143203000,8450151000,18994971000,NetAssets,2.2479,S100YD4Z,2026-06-19,120,J-GAAP,連結,2026-03-31
6287,株式会社サトー,23820000000,6518000000,17148000000,40925000000,NetAssets,2.3866,S100YE10,2026-06-19,120,J-GAAP,連結,2026-03-31
5631,株式会社日本製鋼所,189583000000,43713000000,189583000000,145694000000,NetAssets,0.7685,S100Y7BQ,2026-06-19,120,J-GAAP,連結,2026-03-31
7412,株式会社アトム,8597000000,7662000000,8597000000,7302000000,NetAssets,0.8494,S100YDI1,2026-06-19,120,J-GAAP,連結,2026-03-31
2705,株式会社大戸屋ホールディングス,2429000000,6000000,2429000000,4948000000,NetAssets,2.0371,S100YF7Y,2026-06-19,120,J-GAAP,連結,2026-03-31
9142,九州旅客鉄道株式会社,136506000000,25000000000,136506000000,364695000000,NetAssets,2.6716,S100Y6HR,2026-06-19,120,J-GAAP,連結,2026-03-31
8848,株式会社レオパレス２１,97196000000,91144000000,97196000000,83663000000,NetAssets,0.8608,S100YEPX,2026-06-19,120,J-GAAP,連結,2026-03-31
2175,株式会社エス・エム・エス,15009000000,217000000,15009000000,49742000000,NetAssets,3.3141,S100YF7X,2026-06-19,120,J-GAAP,連結,2026-03-31
9434,ソフトバンク株式会社,1600950000000,2510834000000,114073000000,1274588000000,NetAssets,11.1734,S100YE76,2026-06-19,120,J-GAAP,連結,2026-03-31
1450,ＴＡＮＡＫＥＮ株式会社,9949416000,3044877000,9949416000,8223073000,NetAssets,0.8265,S100YEWF,2026-06-19,120,J-GAAP,連結,2026-03-31
2136,株式会社ヒップ,4260553000,1436135000,4260553000,3979882000,NetAssets,0.9341,S100YEJ2,2026-06-19,120,J-GAAP,連結,2026-03-31
173A,株式会社ハンモック,3885001000,1541198000,3885001000,2726134000,NetAssets,0.7017,S100YEGK,2026-06-19,120,J-GAAP,連結,2026-03-31
6098,株式会社リクルートホールディングス,268039000000,645551000000,268039000000,693373000000,NetAssets,2.5868,S100YDHL,2026-06-19,120,J-GAAP,連結,2026-03-31
1963,日揮ホールディングス株式会社,279865000000,2213000000,279865000000,238209000000,NetAssets,0.8512,S100YEFQ,2026-06-19,120,J-GAAP,連結,2026-03-31
8252,株式会社　丸井グループ,604186000000,10000000000,604186000000,195637000000,NetAssets,0.3238,S100YWE4,2026-08-13,130,J-GAAP,連結,
6135,株式会社　牧野フライス製作所,96489000000,48791000000,96489000000,105822000000,NetAssets,1.0967,S100YEQK,2026-06-19,120,J-GAAP,連結,2026-03-31
2993,株式会社長栄,12374666000,39024000,12374666000,11932774000,NetAssets,0.9643,S100YCXS,2026-06-19,120,J-GAAP,連結,2026-03-31
9466,株式会社アイドママーケティングコミュニケーション,2828996000,812436000,2828996000,3226189000,NetAssets,1.1404,S100YEVM,2026-06-19,120,J-GAAP,連結,2026-03-31
8425,みずほリース株式会社,2187451000000,537500000000,2187451000000,210701000000,NetAssets,0.0963,S100YESP,2026-06-19,120,J-GAAP,連結,2026-03-31
8275,株式会社フォーバル,8879287000,429749000,8879287000,17472440000,NetAssets,1.9678,S100YEZW,2026-06-19,120,J-GAAP,連結,2026-03-31
2229,カルビー株式会社,86035000000,48077000000,86035000000,191453000000,NetAssets,2.2253,S100YEHI,2026-06-19,120,J-GAAP,連結,2026-03-31
6167,冨士ダイス株式会社,12657000000,3175000000,12657000000,18761000000,NetAssets,1.4823,S100YEI1,2026-06-19,120,J-GAAP,連結,2026-03-31
2156,セーラー広告株式会社,1312073000,1292732000,1312073000,1851562000,NetAssets,1.4112,S100YEAK,2026-06-19,120,J-GAAP,連結,2026-03-31
6807,日本航空電子工業株式会社,80447000000,49937000000,80447000000,50748000000,NetAssets,0.6308,S100YF73,2026-06-19,120,J-GAAP,連結,2026-03-31
7191,株式会社イントラスト,9848906000,3625518000,9848906000,7135288000,NetAssets,0.7245,S100YECQ,2026-06-19,120,J-GAAP,連結,2026-03-31
6971,京セラ株式会社,555853000000,1213000000,555853000000,2435960000000,NetAssets,4.3824,S100YF47,2026-06-19,120,J-GAAP,連結,2026-03-31
3184,ＩＣＤＡホールディングス株式会社,2169667000,1874850000,2169667000,3080237000,NetAssets,1.4197,S100YCVD,2026-06-19,120,J-GAAP,連結,2026-03-31
2208,株式会社ブルボン,44871000000,25086000000,44871000000,61280000000,NetAssets,1.3657,S100YEFS,2026-06-19,120,J-GAAP,連結,2026-03-31
9913,日邦産業株式会社,7697000000,8300000000,7697000000,7403000000,NetAssets,0.9618,S100YFGN,2026-06-19,120,J-GAAP,連結,2026-03-31
6544,ジャパンエレベーターサービスホールディングス株式会社,4300000000,10313000000,4300000000,10520000000,NetAssets,2.4465,S100YEZ8,2026-06-19,120,J-GAAP,連結,2026-03-31
2121,株式会社ＭＩＸＩ,135891000000,1835000000,135891000000,179219000000,NetAssets,1.3188,S100YE1D,2026-06-19,120,J-GAAP,連結,2026-03-31
8103,明和産業株式会社,38488000000,23201000000,38488000000,20152000000,NetAssets,0.5236,S100YF48,2026-06-19,120,J-GAAP,連結,2026-03-31
9039,株式会社サカイ引越センター,35472000000,27925000000,10342000000,90034000000,NetAssets,8.7057,S100YFJQ,2026-06-19,120,J-GAAP,連結,2026-03-31
4792,山田コンサルティンググループ株式会社,7294014000,54650000,7294014000,14244037000,NetAssets,1.9528,S100YF7Q,2026-06-19,120,J-GAAP,連結,2026-03-31
6089,株式会社ウィルグループ,3286000000,4647000000,3286000000,14680000000,NetAssets,4.4674,S100YFJF,2026-06-19,120,J-GAAP,連結,2026-03-31
6249,株式会社ゲームカードホールディングス,20848000000,108000000,20848000000,39563000000,NetAssets,1.8977,S100YFK9,2026-06-19,120,J-GAAP,連結,2026-03-31
7189,株式会社西日本フィナンシャルホールディングス,11060000000,183000000,11060000000,379527000000,NetAssets,34.3153,S100YEOV,2026-06-19,120,J-GAAP,連結,2026-03-31
4890,株式会社坪田ラボ,2445308000,315498000,2445308000,1587272000,NetAssets,0.6491,S100YFH9,2026-06-19,120,J-GAAP,連結,2026-03-31
7727,株式会社オーバル,9019200000,137002000,9019200000,13157005000,NetAssets,1.4588,S100YDYH,2026-06-19,120,J-GAAP,連結,2026-03-31
4461,第一工業製薬株式会社,40945000000,18822000000,40945000000,28006000000,NetAssets,0.684,S100YCSC,2026-06-19,120,J-GAAP,連結,2026-03-31
9425,ＲｅＹｕｕ　Ｊａｐａｎ株式会社,2205838000,466126000,2205838000,1369041000,NetAssets,0.6206,S100YAUX,2026-06-12,160,J-GAAP,連結,2026-10-31
3326,株式会社ランシステム,1586232000,1033430000,1586232000,223356000,NetAssets,0.1408,S100YFHT,2026-06-19,120,J-GAAP,連結,2026-03-31
287A,黒田グループ株式会社,2965000000,25230000000,2965000000,28995000000,NetAssets,9.7791,S100YFL2,2026-06-19,120,J-GAAP,連結,2026-03-31
4816,東映アニメーション株式会社,98923000000,3107000000,98923000000,111197000000,NetAssets,1.1241,S100YEQC,2026-06-19,120,J-GAAP,連結,2026-03-31
3121,マーチャント・バンカーズ株式会社,2260743000,550358000,2260743000,4652724000,NetAssets,2.0581,S100YBCL,2026-06-12,160,J-GAAP,個別,2026-10-31
5381,マイポックス株式会社,6765864000,5218699000,6765864000,7527884000,NetAssets,1.1126,S100YFK2,2026-06-19,120,J-GAAP,連結,2026-03-31
2220,亀田製菓株式会社,15212000000,20967000000,15212000000,44294000000,NetAssets,2.9118,S100YEEA,2026-06-19,120,J-GAAP,連結,2026-03-31
7942,株式会社ジェイエスピー,37008000000,27114000000,37008000000,50986000000,NetAssets,1.3777,S100YEL0,2026-06-19,120,J-GAAP,連結,2026-03-31
5411,ＪＦＥホールディングス株式会社,550518000000,17995000000,550518000000,1130049000000,NetAssets,2.0527,S100YCUD,2026-06-19,120,J-GAAP,連結,2026-03-31
7266,株式会社今仙電機製作所,23515000000,12868000000,23515000000,34595000000,NetAssets,1.4712,S100YER6,2026-06-19,120,J-GAAP,連結,2026-03-31
7198,ＳＢＩアルヒ株式会社,85699000000,53266000000,85699000000,25899000000,NetAssets,0.3022,S100YFMO,2026-06-19,120,J-GAAP,連結,2026-03-31
8354,株式会社ふくおかフィナンシャルグループ,5051000000,168028000000,5051000000,579468000000,NetAssets,114.7234,S100YFNB,2026-06-19,120,J-GAAP,連結,2026-03-31
7442,中山福株式会社,16142456000,8152284000,16142456000,20205954000,NetAssets,1.2517,S100YFRP,2026-06-19,120,J-GAAP,連結,2026-03-31
6613,株式会社ＱＤレーザ,4554880000,256096000,4554880000,5219265000,NetAssets,1.1459,S100YF90,2026-06-19,120,J-GAAP,連結,2026-03-31
2411,ゲンダイエージェンシー株式会社,3611000000,1002000000,3611000000,3672000000,NetAssets,1.0169,S100YEOU,2026-06-19,120,J-GAAP,連結,2026-03-31
4691,ワシントンホテル株式会社,7980492000,59878000,7980492000,9446883000,NetAssets,1.1837,S100YF5I,2026-06-19,120,J-GAAP,連結,2026-03-31
5078,株式会社セレコーポレーション,21830369000,4073789000,21830369000,20301173000,NetAssets,0.93,S100Y5GZ,2026-05-22,120,J-GAAP,連結,2026-02-28
9715,トランス・コスモス株式会社,88017000000,45602000000,631000000,70637000000,NetAssets,111.9445,S100YENI,2026-06-19,120,J-GAAP,連結,2026-03-31
8566,リコーリース株式会社,1132072000000,75000000000,1132072000000,228527000000,NetAssets,0.2019,S100YF3N,2026-06-19,120,J-GAAP,連結,2026-03-31
6503,三菱電機株式会社,1923369000000,30000000000,262471000000,1785795000000,NetAssets,6.8038,S100YD3V,2026-06-19,120,J-GAAP,連結,2026-03-31
4301,株式会社アミューズ,28345000000,2128000000,28345000000,28566000000,NetAssets,1.0078,S100YBX4,2026-06-19,120,J-GAAP,連結,2026-03-31
7208,株式会社カネミツ,4142749000,2401669000,12444000,7288439000,NetAssets,585.6991,S100YE6U,2026-06-19,120,J-GAAP,連結,2026-03-31
3679,株式会社じげん,2072000000,4265000000,2072000000,10002000000,NetAssets,4.8272,S100YERG,2026-06-19,120,J-GAAP,連結,2026-03-31
9878,株式会社　セキド,3551968000,15957000,3551968000,233406000,NetAssets,0.0657,S100YFRE,2026-06-19,120,J-GAAP,連結,2026-03-20
7175,今村証券株式会社,14832027000,7010211000,14832027000,12092887000,NetAssets,0.8153,S100YCMX,2026-06-18,120,J-GAAP,連結,2026-03-31
8150,三信電気株式会社,46193000000,35981000000,46193000000,21870000000,NetAssets,0.4734,S100YCKF,2026-06-18,120,J-GAAP,連結,2026-03-31
9424,日本通信株式会社,5304824000,1516087000,5304824000,3913314000,NetAssets,0.7377,S100YBU3,2026-06-18,120,J-GAAP,連結,2026-03-31
9908,日本電計株式会社,51916786000,1994148000,51916786000,24673024000,NetAssets,0.4752,S100YDG7,2026-06-18,120,J-GAAP,連結,2026-03-31
9474,株式会社ゼンリン,18517000000,18934000000,18517000000,44449000000,NetAssets,2.4004,S100YD65,2026-06-18,120,J-GAAP,連結,2026-03-31
2475,ＷＤＢホールディングス株式会社,2927540000,275750000,2927540000,16844792000,NetAssets,5.7539,S100YDOC,2026-06-18,120,J-GAAP,連結,2026-03-31
