sec_code,filer_name,current_assets,total_liabilities,total_assets,equity_value,equity_type,equity_ratio,doc_id,submit_date,doc_type,accounting_standard,consolidated,fiscal_period
2139,株式会社中広,2487903000,1687801000,2487903000,1938349000,NetAssets,0.7791,S100YHNL,2026-06-25,120,J-GAAP,連結,2026-03-31
9130,共栄タンカー株式会社,7054745000,518593000,2850000000,2850000000,NetAssets,1.0,S100YK3U,2026-06-25,120,J-GAAP,連結,2026-03-31
6193,バーチャレクス・ホールディングス株式会社,498758000,665226000,498758000,1481515000,NetAssets,2.9704,S100YK5W,2026-06-25,120,J-GAAP,連結,2026-03-31
3392,デリカフーズホールディングス株式会社,2178551000,85861000,2178551000,4765141000,NetAssets,2.1873,S100YJQR,2026-06-25,120,J-GAAP,連結,2026-03-31
9229,株式会社サンウェルズ,9967000000,5602000000,9967000000,8616000000,NetAssets,0.8645,S100YL7U,2026-06-25,120,J-GAAP,連結,2026-03-31
4488,ＡＩ　ｉｎｓｉｄｅ株式会社,5978625000,47783000,5978625000,4523463000,NetAssets,0.7566,S100YJYU,2026-06-25,120,J-GAAP,連結,2026-03-31
3864,三菱製紙株式会社,69132000000,10000000000,69132000000,57845000000,NetAssets,0.8367,S100YJLB,2026-06-25,120,J-GAAP,連結,2026-03-31
6365,株式会社電業社機械製作所,29225000000,576000000,14137000000,27029000000,NetAssets,1.9119,S100YI72,2026-06-25,120,J-GAAP,連結,2026-03-31
7091,株式会社リビングプラットフォーム,1493144000,1610676000,1493144000,932636000,NetAssets,0.6246,S100YKPS,2026-06-25,120,J-GAAP,連結,2026-03-31
7254,株式会社ユニバンス,14718779000,7775619000,14718779000,20330876000,NetAssets,1.3813,S100YFXP,2026-06-25,120,J-GAAP,連結,2026-03-31
3910,株式会社エムケイシステム,966410000,921656000,966410000,940112000,NetAssets,0.9728,S100YL5Q,2026-06-25,120,J-GAAP,連結,2026-03-31
7367,株式会社セルム,1130223000,11367000,1130223000,2780347000,NetAssets,2.46,S100YL5T,2026-06-25,120,J-GAAP,連結,2026-03-31
6364,株式会社ＡＩＲＭＡＮ,35848777000,43189000,35848777000,27542870000,NetAssets,0.7683,S100YI16,2026-06-25,120,J-GAAP,連結,2026-03-31
1780,株式会社　ヤマウラ,21480778000,2548773000,21480778000,23217482000,NetAssets,1.0808,S100YK4B,2026-06-25,120,J-GAAP,連結,2026-03-31
2976,日本グランデ株式会社,2308425000,50139000,2308425000,1657265000,NetAssets,0.7179,S100YIXO,2026-06-25,120,J-GAAP,連結,2026-03-31
5262,日本ヒューム株式会社,24314980000,1318522000,7642309000,31866475000,NetAssets,4.1697,S100YL8F,2026-06-25,120,J-GAAP,連結,2026-03-31
5939,株式会社大谷工業,5754258000,2447281000,7405000,4077115000,NetAssets,550.5895,S100YKRJ,2026-06-25,120,J-GAAP,連結,2026-03-31
2393,株式会社日本ケアサプライ,5577342000,816980000,3304161000,17171147000,NetAssets,5.1968,S100YK97,2026-06-25,120,J-GAAP,連結,2026-03-31
6074,株式会社ジェイエスエス,768601000,1820954000,768601000,2929619000,NetAssets,3.8116,S100YGXC,2026-06-25,120,J-GAAP,連結,2026-03-31
3861,王子ホールディングス株式会社,246639000000,77000000000,246639000000,423463000000,NetAssets,1.7169,S100YJ8J,2026-06-25,120,J-GAAP,連結,2026-03-31
6952,カシオ計算機株式会社,147029000000,2453000000,147029000000,165935000000,NetAssets,1.1286,S100YJ1H,2026-06-25,120,J-GAAP,連結,2026-03-31
9027,株式会社ロジネットジャパン,16300000000,5291000000,16300000000,18257000000,NetAssets,1.1201,S100YHHR,2026-06-23,120,J-GAAP,連結,2026-03-31
6862,ミナトホールディングス株式会社,1536906000,7553553000,1536906000,4259223000,NetAssets,2.7713,S100YKH4,2026-06-25,120,J-GAAP,連結,2026-03-31
4047,関東電化工業株式会社,40082000000,22467000000,40082000000,54708000000,NetAssets,1.3649,S100YJCK,2026-06-25,120,J-GAAP,連結,2026-03-31
6997,日本ケミコン株式会社,66711000000,65336000000,66711000000,24376000000,NetAssets,0.3654,S100YL3Z,2026-06-25,120,J-GAAP,連結,2026-03-31
4960,ケミプロ化成株式会社,8047786000,6007312000,8047786000,4777291000,NetAssets,0.5936,S100YIYR,2026-06-25,120,J-GAAP,連結,2026-03-31
5858,株式会社ＳＴＧ,1448964000,1245822000,1448964000,1142844000,NetAssets,0.7887,S100YL7C,2026-06-25,120,J-GAAP,連結,2026-03-31
3422,株式会社　Ｊ－ＭＡＸ,8387000000,129000000,8387000000,10156000000,NetAssets,1.2109,S100YJJI,2026-06-25,120,J-GAAP,連結,2026-03-31
3880,大王製紙株式会社,318787000000,15000000000,318787000000,179909000000,NetAssets,0.5644,S100YJ8D,2026-06-25,120,J-GAAP,連結,2026-03-31
6904,原田工業株式会社,11746460000,24197454000,11746460000,7284002000,NetAssets,0.6201,S100YJHN,2026-06-25,120,J-GAAP,連結,2026-03-31
7715,長野計器株式会社,21797290000,8158116000,21797290000,35161332000,NetAssets,1.6131,S100YLAN,2026-06-25,120,J-GAAP,連結,2026-03-31
9272,ブティックス株式会社,3720797000,1908386000,3720797000,2241256000,NetAssets,0.6024,S100YJV7,2026-06-25,120,J-GAAP,連結,2026-03-31
7621,株式会社うかい,6876459000,154342000,6876459000,4769015000,NetAssets,0.6935,S100YL71,2026-06-25,120,J-GAAP,連結,2026-03-31
7075,株式会社ＱＬＳホールディングス,1261349000,567228000,1261349000,594671000,NetAssets,0.4715,S100YHTD,2026-06-23,120,J-GAAP,連結,2026-03-31
9348,株式会社ｉｓｐａｃｅ,21854594000,632336000,21854594000,4474925000,NetAssets,0.2048,S100YL5W,2026-06-25,120,J-GAAP,連結,2026-03-31
4046,株式会社大阪ソーダ,70642000000,28850000000,70642000000,94404000000,NetAssets,1.3364,S100YKCT,2026-06-25,120,J-GAAP,連結,2026-03-31
6513,株式会社オリジン,17105793000,71279000,71858000,19255977000,NetAssets,267.9726,S100YJF6,2026-06-25,120,J-GAAP,連結,2026-03-31
6358,酒井重工業株式会社,13126636000,5550733000,13126636000,18921403000,NetAssets,1.4415,S100YKE1,2026-06-25,120,J-GAAP,連結,2026-03-31
7297,株式会社カーメイト,13581113000,2490707000,13581113000,11266645000,NetAssets,0.8296,S100YKN6,2026-06-25,120,J-GAAP,連結,2026-03-31
7277,株式会社ＴＢＫ,11246000000,8483000000,11246000000,15549000000,NetAssets,1.3826,S100YLAF,2026-06-25,120,J-GAAP,連結,2026-03-31
7129,ミアヘルサホールディングス株式会社,500945000,128461000,500945000,3383450000,NetAssets,6.7541,S100YK3E,2026-06-25,120,J-GAAP,連結,2026-03-31
4205,日本ゼオン株式会社,214560000000,17000000000,214560000000,247672000000,NetAssets,1.1543,S100YJ12,2026-06-25,120,J-GAAP,連結,2026-03-31
9074,日本石油輸送株式会社,11276000000,7438000000,11276000000,18970000000,NetAssets,1.6823,S100YC3A,2026-06-25,120,J-GAAP,連結,2026-03-31
6144,西部電機株式会社,21963000000,1306000000,1221000000,29711000000,NetAssets,24.3333,S100YLBS,2026-06-25,120,J-GAAP,連結,2026-03-31
7860,エイベックス株式会社,39979000000,41096000000,39979000000,22420000000,NetAssets,0.5608,S100YKQ4,2026-06-25,120,J-GAAP,連結,2026-03-31
8144,株式会社デンキョーグループホールディングス,4578000000,2588000000,4578000000,24288000000,NetAssets,5.3054,S100YFT7,2026-06-25,120,J-GAAP,連結,2026-03-31
3762,テクマトリックス株式会社,66902993000,56063132000,3738266000,18104040000,NetAssets,4.8429,S100YL8T,2026-06-25,120,J-GAAP,連結,2026-03-31
3079,ディーブイエックス株式会社,23436673000,20727000,23436673000,9127766000,NetAssets,0.3895,S100YL91,2026-06-25,120,J-GAAP,連結,2026-03-31
2928,ＲＩＺＡＰグループ株式会社,36602000000,26929000000,36602000000,13685000000,NetAssets,0.3739,S100YF9Y,2026-06-25,120,J-GAAP,連結,2026-03-31
6584,三櫻工業株式会社,23819000000,17932000000,9364000000,25493000000,NetAssets,2.7224,S100YL53,2026-06-25,120,J-GAAP,連結,2026-03-31
7916,光村印刷株式会社,8931342000,1724000,8931342000,16273933000,NetAssets,1.8221,S100YL1G,2026-06-25,120,J-GAAP,連結,2026-03-31
6257,株式会社藤商事,29329000000,4825000000,29329000000,42050000000,NetAssets,1.4337,S100YK8S,2026-06-25,120,J-GAAP,連結,2026-03-31
7087,株式会社ウイルテック,5002000000,2591000000,5002000000,4282000000,NetAssets,0.8561,S100YHRI,2026-06-25,120,J-GAAP,連結,2026-03-31
331A,株式会社メディックス,6102453000,136442000,6102453000,3268664000,NetAssets,0.5356,S100YHLO,2026-06-25,120,J-GAAP,連結,2026-03-31
6137,小池酸素工業株式会社,25652000000,15072000000,25652000000,31958000000,NetAssets,1.2458,S100YKGK,2026-06-25,120,J-GAAP,連結,2026-03-31
3042,株式会社セキュアヴェイル,1075545000,315067000,1075545000,1148265000,NetAssets,1.0676,S100YH8N,2026-06-24,120,J-GAAP,連結,2026-03-31
1832,株式会社北海電工,33578000000,13188000000,33578000000,30488000000,NetAssets,0.908,S100YH4H,2026-06-24,120,J-GAAP,連結,2026-03-31
2108,日本甜菜製糖株式会社,49653000000,15000000,49653000000,66297000000,NetAssets,1.3352,S100YEPB,2026-06-24,120,J-GAAP,連結,2026-03-31
4366,ダイトーケミックス株式会社,12717000000,7000000,12717000000,13638000000,NetAssets,1.0724,S100YGAU,2026-06-24,120,J-GAAP,連結,2026-03-31
7791,ドリームベッド株式会社,4456970000,4701660000,4456970000,4508136000,NetAssets,1.0115,S100YHQB,2026-06-24,120,J-GAAP,連結,2026-03-31
8596,株式会社九州リースサービス,126064000000,4500000000,126064000000,37707000000,NetAssets,0.2991,S100YHO7,2026-06-24,120,J-GAAP,連結,2026-03-31
2782,株式会社セリア,97898000000,25052000000,97898000000,108002000000,NetAssets,1.1032,S100YH2R,2026-06-24,120,J-GAAP,連結,2026-03-31
8995,株式会社誠建設工業,5460455000,16350000,5460455000,3547660000,NetAssets,0.6497,S100YI2H,2026-06-24,120,J-GAAP,連結,2026-03-31
9310,日本トランスシティ株式会社,33763000000,25148000000,33763000000,62384000000,NetAssets,1.8477,S100YGL7,2026-06-24,120,J-GAAP,連結,2026-03-31
1888,若築建設株式会社,66314000000,36549000000,66314000000,45357000000,NetAssets,0.684,S100YHAB,2026-06-24,120,J-GAAP,連結,2026-03-31
4491,コンピューターマネージメント株式会社,4198831000,13013000,4198831000,3399668000,NetAssets,0.8097,S100YGM1,2026-06-24,120,J-GAAP,連結,2026-03-31
5974,中国工業株式会社,5246000000,3002000000,10000000,4936000000,NetAssets,493.6,S100YHRE,2026-06-24,120,J-GAAP,連結,2026-03-31
6111,旭精機工業株式会社,11620483000,4768011000,11620483000,14170769000,NetAssets,1.2195,S100YHGQ,2026-06-24,120,J-GAAP,連結,2026-03-31
5285,株式会社ヤマックス,9918711000,6860158000,562065000,8196146000,NetAssets,14.5822,S100YFLV,2026-06-24,120,J-GAAP,連結,2026-03-31
7955,クリナップ株式会社,50553000000,454000000,403000000,54463000000,NetAssets,135.1439,S100YHN2,2026-06-24,120,J-GAAP,連結,2026-03-31
3317,株式会社フライングガーデン,1927091000,959832000,1927091000,3259148000,NetAssets,1.6912,S100YHND,2026-06-24,120,J-GAAP,連結,2026-03-31
9301,三菱倉庫株式会社,62417000000,74646000000,62417000000,326311000000,NetAssets,5.2279,S100YA7K,2026-06-24,120,J-GAAP,連結,2026-03-31
3107,ダイワボウホールディングス株式会社,55881000000,39760000000,55881000000,68368000000,NetAssets,1.2235,S100YGNL,2026-06-24,120,J-GAAP,連結,2026-03-31
256A,飛島ホールディングス株式会社,41269000000,15264000000,41269000000,44941000000,NetAssets,1.089,S100YIL8,2026-06-24,120,J-GAAP,連結,2026-03-31
9503,関西電力株式会社,1446884000000,4518214000000,6670955000000,2037042000000,NetAssets,0.3054,S100YFXZ,2026-06-24,120,J-GAAP,連結,2026-03-31
1826,佐田建設株式会社,17935000000,8882000000,17935000000,13021000000,NetAssets,0.726,S100YILD,2026-06-24,120,J-GAAP,連結,2026-03-31
5480,日本冶金工業株式会社,84034000000,66054000000,84034000000,83933000000,NetAssets,0.9988,S100YC9N,2026-06-24,120,J-GAAP,連結,2026-03-31
5357,株式会社　ヨータイ,29115846000,2667000,75904000,32705633000,NetAssets,430.8815,S100YHT7,2026-06-24,120,J-GAAP,連結,2026-03-31
4887,サワイグループホールディングス株式会社,76944000000,8317000000,76944000000,162543000000,NetAssets,2.1125,S100YITS,2026-06-24,120,J-GAAP,連結,2026-03-31
6768,株式会社タムラ製作所,26560000000,12000000,26560000000,38140000000,NetAssets,1.436,S100YIQG,2026-06-24,120,J-GAAP,連結,2026-03-31
7271,株式会社安永,11995000000,14248000000,11995000000,6938000000,NetAssets,0.5784,S100YFR1,2026-06-24,120,J-GAAP,連結,2026-03-31
7345,株式会社アイ・パートナーズフィナンシャル,827347000,315766000,827347000,630329000,NetAssets,0.7619,S100YHKS,2026-06-24,120,J-GAAP,連結,2026-03-31
7482,株式会社シモジマ,20318000000,57000000,20318000000,34526000000,NetAssets,1.6993,S100YIAX,2026-06-24,120,J-GAAP,連結,2026-03-31
3512,日本フエルト株式会社,9613759000,2479033000,9613759000,18520755000,NetAssets,1.9265,S100YIXB,2026-06-24,120,J-GAAP,連結,2026-03-31
3113,株式会社ＵＮＩＶＡ・Ｏａｋホールディングス,2547166000,263289000,2547166000,2694965000,NetAssets,1.058,S100YHET,2026-06-24,120,J-GAAP,連結,2026-03-31
5210,日本山村硝子株式会社,30399000000,298000000,12674000000,43099000000,NetAssets,3.4006,S100YHIJ,2026-06-24,120,J-GAAP,連結,2026-03-31
6335,株式会社東京機械製作所,8424925000,1054314000,1417746000,5767400000,NetAssets,4.068,S100YI7P,2026-06-24,120,J-GAAP,連結,2026-03-31
1793,株式会社大本組,67344000000,19015000000,67344000000,64862000000,NetAssets,0.9631,S100YI8J,2026-06-24,120,J-GAAP,連結,2026-03-31
6419,株式会社マースグループホールディングス,20637982000,166246000,20637982000,52954233000,NetAssets,2.5659,S100YHFR,2026-06-24,120,J-GAAP,連結,2026-03-31
3435,サンコーテクノ株式会社,8974106000,2511824000,442569000,14350882000,NetAssets,32.4263,S100YHPR,2026-06-24,120,J-GAAP,連結,2026-03-31
6651,日東工業株式会社,42907000000,20396000000,42907000000,94096000000,NetAssets,2.193,S100YIVN,2026-06-24,120,J-GAAP,連結,2026-03-31
6467,株式会社ニチダイ,3874357000,3399247000,3874357000,6414680000,NetAssets,1.6557,S100YGVK,2026-06-24,120,J-GAAP,連結,2026-03-31
4341,西菱電機株式会社,9592000000,125000000,400000000,4756000000,NetAssets,11.89,S100YFFX,2026-06-24,120,J-GAAP,連結,2026-03-31
7521,株式会社ムサシ,25020000000,10705000000,25020000000,24671000000,NetAssets,0.9861,S100YHDE,2026-06-24,120,J-GAAP,連結,2026-03-31
9508,九州電力株式会社,633286000000,3448903000000,4270017000000,624313000000,NetAssets,0.1462,S100YHHO,2026-06-24,120,J-GAAP,連結,2026-03-31
3537,昭栄薬品株式会社,9939932000,6537228000,9939932000,8549980000,NetAssets,0.8602,S100YHFB,2026-06-24,120,J-GAAP,連結,2026-03-31
4676,株式会社フジ・メディア・ホールディングス,154433000000,168838000000,154433000000,569106000000,NetAssets,3.6851,S100YHYX,2026-06-24,120,J-GAAP,連結,2026-03-31
9385,株式会社ショーエイコーポレーション,5180682000,15463000,5180682000,3483864000,NetAssets,0.6725,S100YIVY,2026-06-24,120,J-GAAP,連結,2026-03-31
7898,株式会社ウッドワン,20882000000,349000000,20882000000,39234000000,NetAssets,1.8788,S100YI45,2026-06-24,120,J-GAAP,連結,2026-03-31
5268,旭コンクリート工業株式会社,9005629000,42272000,9005629000,12126382000,NetAssets,1.3465,S100YIYA,2026-06-24,120,J-GAAP,連結,2026-03-31
6222,株式会社島精機製作所,42720000000,1682000000,42720000000,59212000000,NetAssets,1.386,S100YIO7,2026-06-24,120,J-GAAP,連結,2026-03-31
2425,株式会社ケアサービス,3346947000,907360000,3346947000,2914741000,NetAssets,0.8709,S100YIQF,2026-06-24,120,J-GAAP,連結,2026-03-31
6823,リオン株式会社,20255481000,66764000,20255481000,29453257000,NetAssets,1.4541,S100YI2O,2026-06-24,120,J-GAAP,連結,2026-03-31
9075,福山通運株式会社,62054000000,103854000000,62054000000,236770000000,NetAssets,3.8155,S100YIXL,2026-06-24,120,J-GAAP,連結,2026-03-31
6844,新電元工業株式会社,55886000000,24566000000,55886000000,36496000000,NetAssets,0.653,S100YHJ7,2026-06-24,120,J-GAAP,連結,2026-03-31
9312,ケイヒン株式会社,8034000000,8425000000,8034000000,22603000000,NetAssets,2.8134,S100YHI4,2026-06-24,120,J-GAAP,連結,2026-03-31
2483,株式会社翻訳センター,5951665000,1469857000,5951665000,6349346000,NetAssets,1.0668,S100YILW,2026-06-24,120,J-GAAP,連結,2026-03-31
5729,日本精鉱株式会社,10646745000,5530261000,10646745000,7048758000,NetAssets,0.6621,S100YIW1,2026-06-24,120,J-GAAP,連結,2026-03-31
1799,第一建設工業株式会社,48897021000,10573417000,48897021000,71657146000,NetAssets,1.4655,S100YILN,2026-06-24,120,J-GAAP,連結,2026-03-31
5602,株式会社栗本鐵工所,70638000000,51830000000,3961000000,72255000000,NetAssets,18.2416,S100YDW9,2026-06-24,120,J-GAAP,連結,2026-03-31
9616,株式会社共立メンテナンス,47977000000,106000000,47977000000,84956000000,NetAssets,1.7708,S100YIIM,2026-06-24,120,J-GAAP,連結,2026-03-31
2984,ヤマイチエステート株式会社,24795153000,7534217000,24795153000,13662123000,NetAssets,0.551,S100YH26,2026-06-24,120,J-GAAP,連結,2026-03-31
2902,太陽化学株式会社,26092469000,8387745000,26092469000,45364654000,NetAssets,1.7386,S100YD3Q,2026-06-24,120,J-GAAP,連結,2026-03-31
4409,東邦化学工業株式会社,30673000000,5000000,30673000000,16521000000,NetAssets,0.5386,S100YGU8,2026-06-24,120,J-GAAP,連結,2026-03-31
4212,積水樹脂株式会社,32390000000,36855000000,32390000000,73248000000,NetAssets,2.2614,S100YIY2,2026-06-24,120,J-GAAP,連結,2026-03-31
6390,株式会社加藤製作所,71159000000,35988000000,71159000000,41943000000,NetAssets,0.5894,S100YG4R,2026-06-24,120,J-GAAP,連結,2026-03-31
2908,フジッコ株式会社,35070000000,9289000000,35070000000,68591000000,NetAssets,1.9558,S100YF97,2026-06-24,120,J-GAAP,連結,2026-03-31
9502,中部電力株式会社,462420000000,2460392000000,4363180000000,1455069000000,NetAssets,0.3335,S100YDH0,2026-06-24,120,J-GAAP,連結,2026-03-31
6367,ダイキン工業株式会社,411287000000,25000000000,411287000000,1243700000000,NetAssets,3.0239,S100YFQL,2026-06-24,120,J-GAAP,連結,2026-03-31
9994,株式会社やまや,16767000000,6491000000,16767000000,35922000000,NetAssets,2.1424,S100YIXT,2026-06-24,120,J-GAAP,連結,2026-03-31
4021,日産化学株式会社,159014000000,8996000000,159014000000,178301000000,NetAssets,1.1213,S100YIML,2026-06-24,120,J-GAAP,連結,2026-03-31
5232,住友大阪セメント株式会社,74988000000,5000000000,74988000000,141644000000,NetAssets,1.8889,S100YH1Y,2026-06-24,120,J-GAAP,連結,2026-03-31
3771,株式会社システムリサーチ,13520110000,152645000,465213000,11769770000,NetAssets,25.2997,S100YHX1,2026-06-24,120,J-GAAP,連結,2026-03-31
3431,宮地エンジニアリンググループ株式会社,3154000000,73000000,3154000000,12340000000,NetAssets,3.9125,S100YDPT,2026-06-24,120,J-GAAP,連結,2026-03-31
3569,セーレン株式会社,49424000000,29597000000,10232000000,80598000000,NetAssets,7.8771,S100YH1G,2026-06-24,120,J-GAAP,連結,2026-03-31
1812,鹿島建設株式会社,1146993000000,70000000000,1146993000000,778493000000,NetAssets,0.6787,S100YGGI,2026-06-24,120,J-GAAP,連結,2026-03-31
8052,椿本興業株式会社,79920000000,53620000000,5059000000,40004000000,NetAssets,7.9075,S100YIO8,2026-06-24,120,J-GAAP,連結,2026-03-31
6727,株式会社ワコム,40984000000,642000000,40984000000,20369000000,NetAssets,0.497,S100YHU2,2026-06-24,120,J-GAAP,連結,2026-03-31
8920,株式会社　東　祥,15702695000,166753000,15702695000,30070404000,NetAssets,1.915,S100YI5M,2026-06-24,120,J-GAAP,連結,2026-03-31
9507,四国電力株式会社,265515000000,971831000000,1233679000000,295601000000,NetAssets,0.2396,S100YH23,2026-06-24,120,J-GAAP,連結,2026-03-31
7140,ペットゴー株式会社,3155608000,1759357000,3155608000,1186389000,NetAssets,0.376,S100YI94,2026-06-24,120,J-GAAP,連結,2026-03-31
9990,株式会社サックスバーホールディングス,8893679000,781778000,8893679000,15988149000,NetAssets,1.7977,S100YJ0B,2026-06-24,120,J-GAAP,連結,2026-03-31
5834,ＳＢＩリーシングサービス株式会社,93687000000,3000000000,93687000000,24441000000,NetAssets,0.2609,S100YIA9,2026-06-24,120,J-GAAP,連結,2026-03-31
4620,藤倉化成株式会社,14068395000,4503816000,14068395000,25763268000,NetAssets,1.8313,S100YJ15,2026-06-24,120,J-GAAP,連結,2026-03-31
6246,株式会社テクノスマート,25217324000,10096165000,13491486000,19631592000,NetAssets,1.4551,S100YJ0X,2026-06-24,120,J-GAAP,連結,2026-03-31
2790,株式会社ナフコ,90228000000,2978000000,90228000000,153956000000,NetAssets,1.7063,S100YJ0H,2026-06-24,120,J-GAAP,連結,2026-03-31
7280,株式会社ミツバ,82439000000,118695000000,4416000000,52875000000,NetAssets,11.9735,S100Y9OD,2026-06-24,120,J-GAAP,連結,2026-03-31
3143,オーウイル株式会社,11396359000,6380118000,11396359000,4714240000,NetAssets,0.4137,S100YI27,2026-06-24,120,J-GAAP,連結,2026-03-31
4496,株式会社コマースＯｎｅホールディングス,653440000,17943000,653440000,1188075000,NetAssets,1.8182,S100YHS5,2026-06-24,120,J-GAAP,連結,2026-03-31
9845,株式会社パーカーコーポレーション,17084000000,10104000000,17084000000,22670000000,NetAssets,1.327,S100YJ1T,2026-06-24,120,J-GAAP,連結,2026-03-31
9986,蔵王産業株式会社,10731653000,28507000,10731653000,12876730000,NetAssets,1.1999,S100YJ27,2026-06-24,120,J-GAAP,連結,2026-03-31
3032,株式会社ゴルフ・ドゥ,2560082000,1851766000,2560082000,726374000,NetAssets,0.2837,S100YHOE,2026-06-24,120,J-GAAP,連結,2026-03-31
2058,株式会社ヒガシマル,3749000000,4477000000,3749000000,4519000000,NetAssets,1.2054,S100YI3U,2026-06-24,120,J-GAAP,連結,2026-03-31
7094,株式会社ＮｅｘＴｏｎｅ,7281000000,5033000000,7281000000,4903000000,NetAssets,0.6734,S100YHNA,2026-06-24,120,J-GAAP,連結,2026-03-31
7212,株式会社エフテック,15664000000,23310000000,15664000000,24041000000,NetAssets,1.5348,S100YHFG,2026-06-24,120,J-GAAP,連結,2026-03-31
3157,ジオリーブグループ株式会社,986000000,1312000000,986000000,7125000000,NetAssets,7.2262,S100YI2B,2026-06-24,120,J-GAAP,連結,2026-03-31
8115,ムーンバット株式会社,5349791000,3931443000,5349791000,5235133000,NetAssets,0.9786,S100YDWL,2026-06-24,120,J-GAAP,連結,2026-03-31
5122,オカモト株式会社,66000000000,31040000000,66000000000,78537000000,NetAssets,1.19,S100YHXH,2026-06-24,120,J-GAAP,連結,2026-03-31
3708,特種東海製紙株式会社,37805000000,14444000000,37805000000,61322000000,NetAssets,1.6221,S100YHWR,2026-06-24,120,J-GAAP,連結,2026-03-31
4625,アトミクス株式会社,7336777000,3783083000,7336777000,9283927000,NetAssets,1.2654,S100YIIT,2026-06-24,120,J-GAAP,連結,2026-03-31
4100,戸田工業株式会社,13780000000,14987000000,13780000000,3035000000,NetAssets,0.2202,S100YIHV,2026-06-24,120,J-GAAP,連結,2026-03-31
3837,アドソル日進株式会社,6589567000,10666000,459475000,7066360000,NetAssets,15.3792,S100YFRS,2026-06-24,120,J-GAAP,連結,2026-03-31
6849,日本光電工業株式会社,168653000000,4084000000,168653000000,164856000000,NetAssets,0.9775,S100YHO8,2026-06-24,120,J-GAAP,連結,2026-03-31
8050,セイコーグループ株式会社,66461000000,81192000000,66461000000,60494000000,NetAssets,0.9102,S100YHM2,2026-06-24,120,J-GAAP,連結,2026-03-31
8163,ＳＲＳホールディングス株式会社,20675672000,9352891000,20675672000,15911028000,NetAssets,0.7696,S100YIH4,2026-06-24,120,J-GAAP,連結,2026-03-31
5355,日本坩堝株式会社,5189004000,3615682000,61357000,5034013000,NetAssets,82.0446,S100YINX,2026-06-24,120,J-GAAP,連結,2026-03-31
285A,キオクシアホールディングス株式会社,181786000000,146574000000,181786000000,1170389000000,NetAssets,6.4383,S100YJ18,2026-06-24,120,J-GAAP,連結,2026-03-31
1802,株式会社大林組,1265541000000,1126442000000,1265541000000,822644000000,NetAssets,0.65,S100YITC,2026-06-24,120,J-GAAP,連結,2026-03-31
6334,明治機械株式会社,4082235000,2280881000,4082235000,2717646000,NetAssets,0.6657,S100YJ53,2026-06-24,120,J-GAAP,連結,2026-03-31
9076,セイノーホールディングス株式会社,61420000000,204951000000,61420000000,196187000000,NetAssets,3.1942,S100YI52,2026-06-24,120,J-GAAP,連結,2026-03-31
8207,テンアライド株式会社,4045585000,2684673000,4045585000,2777270000,NetAssets,0.6865,S100YIGD,2026-06-24,120,J-GAAP,連結,2026-03-31
3817,株式会社ＳＲＡホールディングス,622000000,92000000,622000000,8800000000,NetAssets,14.1479,S100YHQM,2026-06-24,120,J-GAAP,連結,2026-03-31
2981,株式会社ランディックス,2167537000,27652000,2167537000,3815494000,NetAssets,1.7603,S100YHQX,2026-06-24,120,J-GAAP,連結,2026-03-31
5923,高田機工株式会社,17467664000,7067646000,17467664000,20481829000,NetAssets,1.1726,S100YI9L,2026-06-24,120,J-GAAP,連結,2026-03-31
7867,株式会社タカラトミー,68764000000,65662000000,68764000000,53800000000,NetAssets,0.7824,S100YHL0,2026-06-24,120,J-GAAP,連結,2026-03-31
3773,株式会社アドバンスト・メディア,9220286000,2461173000,9220286000,12309103000,NetAssets,1.335,S100YGKZ,2026-06-24,120,J-GAAP,連結,2026-03-31
5801,古河電気工業株式会社,302744000000,1500000000,4513000000,239517000000,NetAssets,53.0727,S100YCF0,2026-06-24,120,J-GAAP,連結,2026-03-31
7562,株式会社安楽亭,4165644000,2569777000,4165644000,5271967000,NetAssets,1.2656,S100YEJV,2026-06-24,120,J-GAAP,連結,2026-03-31
9501,東京電力ホールディングス株式会社,1832489000000,3340080000000,7356071000000,2097148000000,NetAssets,0.2851,S100YIHR,2026-06-24,120,J-GAAP,連結,2026-03-31
8803,平和不動産株式会社,55471000000,33730000000,55471000000,111846000000,NetAssets,2.0163,S100YJ5I,2026-06-24,120,J-GAAP,連結,2026-03-31
4534,持田製薬株式会社,107741000000,20691000000,29527000000,128457000000,NetAssets,4.3505,S100YI28,2026-06-24,120,J-GAAP,連結,2026-03-31
3346,ヒロタグループホールディングス株式会社,249694000,22749000,249694000,347979000,NetAssets,1.3936,S100YI7T,2026-06-24,120,J-GAAP,連結,2026-03-31
5713,住友金属鉱山株式会社,900951000000,564114000000,900951000000,1083321000000,NetAssets,1.2024,S100YJ6N,2026-06-24,120,J-GAAP,連結,2026-03-31
9048,名古屋鉄道株式会社,231790000000,10000000000,231790000000,315932000000,NetAssets,1.363,S100YHOL,2026-06-24,120,J-GAAP,連結,2026-03-31
6307,サンセイ株式会社,3230904000,34448000,838405000,4461654000,NetAssets,5.3216,S100YJ78,2026-06-24,120,J-GAAP,連結,2026-03-31
4462,石原ケミカル株式会社,14135599000,4164067000,14135599000,21918409000,NetAssets,1.5506,S100YHRO,2026-06-24,120,J-GAAP,連結,2026-03-31
